"HS_ID","ID","PF","WATER_CONTENT"
9,"96","1.331","73.05"
9,"96","1.35","72.08"
9,"96","1.37","71.09"
9,"96","1.39","70.07"
9,"96","1.412","69.03"
9,"96","1.434","67.96"
9,"96","1.456","66.86"
9,"96","1.478","65.74"
9,"96","1.502","64.61"
9,"96","1.527","63.46"
9,"96","1.553","62.29"
9,"96","1.58","61.11"
9,"96","1.608","59.91"
9,"96","1.638","58.69"
9,"96","1.673","57.46"
9,"96","1.707","56.2"
9,"96","1.744","54.9"
9,"96","1.783","53.68"
9,"96","1.824","52.58"
9,"96","1.867","51.53"
9,"96","1.91","50.48"
9,"96","1.951","49.44"
9,"96","1.99","48.41"
9,"96","2.025","47.4"
9,"96","2.056","46.4"
9,"96","2.084","45.43"
9,"96","2.11","44.48"
9,"96","2.133","43.56"
9,"96","2.155","42.68"
9,"96","2.176","41.83"
9,"96","2.196","41.04"
9,"96","2.215","40.29"
9,"96","2.233","39.6"
9,"96","2.252","38.99"
9,"96","2.271","38.46"
9,"96","2.289","37.98"
9,"96","2.307","37.51"
9,"96","2.325","37.04"
9,"96","2.343","36.59"
9,"96","2.361","36.16"
9,"96","2.378","35.75"
9,"96","2.396","35.34"
9,"96","2.413","34.93"
9,"96","2.431","34.53"
9,"96","2.448","34.14"
9,"96","2.464","33.75"
9,"96","2.481","33.36"
9,"96","2.499","32.98"
9,"96","2.517","32.59"
9,"96","2.535","32.22"
9,"96","2.551","31.84"
9,"96","2.567","31.47"
9,"96","2.583","31.11"
9,"96","2.599","30.76"
9,"96","2.614","30.4"
9,"96","2.629","30.06"
9,"96","2.644","29.73"
9,"96","2.659","29.4"
9,"96","2.674","29.07"
9,"96","2.688","28.74"
9,"96","2.701","28.4"
9,"96","3.35","20.67"
9,"96",".041","92.01"
9,"96",".169","91.48"
9,"96",".327","91.22"
9,"96",".461","90.93"
9,"96",".59","90.62"
9,"96",".706","90.27"
9,"96",".798","89.91"
9,"96",".869","89.52"
9,"96",".923","89.1"
9,"96",".964","88.67"
9,"96",".996","88.2"
9,"96","1.023","87.72"
10,"32",".645","89.33"
10,"32",".764","88.92"
10,"32",".827","88.47"
10,"32",".863","87.98"
10,"32",".857","87.45"
10,"32",".867","86.88"
10,"32",".933","86.27"
10,"32",".96","85.64"
10,"32",".977","84.97"
10,"32",".983","84.28"
10,"32",".991","83.56"
10,"32",".997","82.84"
10,"32","1.001","82.1"
10,"32","1.02","81.33"
10,"32","1.031","80.55"
10,"32","1.043","79.73"
10,"32","1.058","78.89"
10,"32","1.068","78.03"
10,"32","1.083","77.14"
10,"32","1.097","76.23"
10,"32","1.115","75.3"
10,"32","1.139","74.35"
10,"32","1.16","73.38"
10,"32","1.181","72.39"
10,"32","1.201","71.38"
10,"32","1.22","70.36"
10,"32","1.239","69.31"
10,"32","1.259","68.25"
10,"32","1.279","67.17"
10,"32","1.3","66.07"
10,"32","1.322","64.95"
10,"32","1.346","63.81"
10,"32","1.371","62.66"
10,"32","1.396","61.48"
10,"32","1.423","60.28"
10,"32","1.451","59.06"
10,"32","1.481","57.82"
10,"32","1.513","56.55"
10,"32","1.546","55.25"
10,"32","1.58","53.93"
10,"32","1.616","52.6"
10,"32","1.659","51.28"
10,"32","1.706","49.96"
10,"32","1.757","48.62"
10,"32","1.812","47.23"
10,"32","1.865","45.77"
10,"32","1.913","44.45"
10,"32","1.955","43.48"
10,"32","1.994","42.7"
10,"32","2.031","41.97"
10,"32","2.064","41.29"
10,"32","2.094","40.64"
10,"32","2.12","40.04"
10,"32","2.145","39.47"
10,"32","2.168","38.94"
10,"32","2.191","38.43"
10,"32","2.213","37.95"
10,"32","2.234","37.48"
10,"32","2.255","37.03"
10,"32","2.276","36.59"
10,"32","2.295","36.15"
10,"32","2.314","35.7"
10,"32","2.328","35.26"
10,"32","2.342","34.84"
10,"32","2.359","34.45"
10,"32","2.381","34.05"
10,"32","2.406","33.67"
10,"32","2.428","33.33"
10,"32","2.448","33.03"
10,"32","2.469","32.75"
10,"32","2.491","32.47"
10,"32","2.511","32.19"
10,"32","2.532","31.91"
10,"32","2.552","31.63"
10,"32","2.572","31.36"
10,"32","2.592","31.09"
10,"32","2.613","30.82"
10,"32","2.634","30.55"
10,"32","2.655","30.28"
10,"32","2.675","30.02"
10,"32","2.695","29.76"
10,"32","2.716","29.5"
10,"32","2.736","29.24"
10,"32","2.756","28.99"
10,"32","2.776","28.73"
10,"32","2.797","28.48"
10,"32","2.817","28.23"
10,"32","2.838","27.98"
10,"32","2.859","27.73"
10,"32","2.88","27.48"
10,"32","2.902","27.23"
10,"32",".122","90.48"
10,"32",".062","90.34"
10,"32",".332","90.05"
10,"32",".504","89.71"
10,"332","3.365","222.54"
10,"46",".051","87.1"
10,"46",".083","87.1"
10,"46",".091","87.07"
10,"46",".114","87.01"
10,"46",".063","86.92"
10,"46",".051","87.1"
10,"46",".215","86.48"
10,"46",".399","86.27"
10,"46",".535","86.03"
10,"46",".65","85.77"
10,"46",".746","85.48"
10,"46",".816","85.16"
10,"46",".864","84.81"
10,"46",".9","84.43"
10,"46",".932","84.03"
10,"46",".964","83.6"
10,"46",".993","83.14"
10,"46","1.01","82.66"
10,"46","1.011","82.15"
10,"46","1.007","81.61"
10,"46","1.006","81.05"
10,"46","1.017","80.46"
10,"46","1.035","79.85"
10,"46","1.048","79.22"
10,"46","1.057","78.57"
10,"46","1.066","77.89"
10,"46","1.076","77.18"
10,"46","1.087","76.46"
10,"46","1.098","75.72"
10,"46","1.109","74.95"
10,"46","1.119","74.17"
10,"46","1.126","73.36"
10,"46","1.137","72.54"
10,"46","1.153","71.7"
10,"46","1.17","70.84"
10,"46","1.186","69.96"
10,"46","1.205","69.07"
10,"46","1.224","68.16"
10,"46","1.244","67.24"
10,"46","1.262","66.3"
10,"46","1.279","65.34"
10,"46","1.298","64.39"
10,"46","1.315","63.43"
10,"46","1.327","62.47"
10,"46","1.336","61.51"
10,"46","1.347","60.53"
10,"46","1.362","59.55"
10,"46","1.381","58.54"
10,"46","1.404","57.51"
10,"46","1.431","56.45"
10,"46","1.462","55.34"
10,"46","1.496","54.18"
10,"46","1.532","52.98"
10,"46","1.569","51.75"
10,"46","1.607","50.5"
10,"46","1.648","49.23"
10,"46","1.692","47.95"
10,"46","1.738","46.68"
10,"46","1.784","45.43"
10,"46","1.83","44.21"
10,"46","1.873","43.04"
10,"46","1.912","41.93"
10,"46","1.945","40.9"
10,"46","1.975","39.97"
10,"46","2.003","39.14"
10,"46","2.03","38.4"
10,"46","2.057","37.72"
10,"46","2.084","37.08"
10,"46","2.11","36.47"
10,"46","2.136","35.9"
10,"46","2.163","35.4"
10,"46","2.191","34.94"
10,"46","2.218","34.5"
10,"46","2.244","34.08"
10,"46","2.269","33.67"
10,"46","2.293","33.28"
10,"46","2.317","32.89"
10,"46","2.34","32.51"
10,"46","2.362","32.12"
10,"46","2.384","31.74"
10,"46","2.407","31.34"
10,"46","2.428","30.94"
10,"46","2.45","30.53"
10,"46","2.472","30.13"
10,"46","2.493","29.73"
10,"46","2.515","29.33"
10,"46","2.54","28.93"
10,"46","2.566","28.53"
10,"46","2.592","28.13"
10,"46","2.617","27.73"
10,"46","2.641","27.33"
10,"46","2.666","26.94"
10,"46","2.69","26.55"
10,"46","2.713","26.16"
10,"46","2.735","25.79"
10,"46","2.759","25.43"
10,"46","2.782","25.07"
10,"46","2.805","24.73"
10,"46","2.827","24.44"
10,"46","3.417","19.02"
10,"47","2.363","30.75"
10,"47","2.388","30.25"
10,"47","2.414","29.78"
10,"47","2.441","29.32"
10,"47","2.473","28.88"
10,"47","2.505","28.45"
10,"47","2.533","28.03"
10,"47","2.559","27.62"
10,"47","2.584","27.2"
10,"47","2.605","26.79"
10,"47","2.624","26.38"
10,"47","2.645","25.97"
10,"47","2.668","25.58"
10,"47","2.692","25.18"
10,"47","2.719","24.8"
10,"47","2.748","24.45"
10,"47","2.777","24.1"
10,"47","2.804","23.77"
10,"47","2.829","23.44"
10,"47","2.852","23.1"
10,"47","2.873","22.74"
10,"47","2.897","22.36"
10,"47","2.931","21.95"
10,"47","2.963","21.6"
10,"47","2.987","21.34"
10,"47","3.012","21.12"
10,"47","3.036","20.93"
10,"47","3.422","17.58"
10,"47",".182","85.77"
10,"47",".376","85.38"
10,"47",".531","84.94"
10,"47",".654","84.45"
10,"47",".736","83.93"
10,"47",".788","83.37"
10,"47",".824","82.77"
10,"47",".843","82.12"
10,"47",".852","81.45"
10,"47",".864","80.8"
10,"47",".883","80.16"
10,"47",".904","79.51"
10,"47",".919","78.83"
10,"47",".937","78.11"
10,"47",".959","77.37"
10,"47",".97","76.59"
10,"47",".98","75.78"
10,"47","1.001","74.95"
10,"47","1.025","74.08"
10,"47","1.048","73.19"
10,"47","1.068","72.27"
10,"47","1.084","71.32"
10,"47","1.099","70.35"
10,"47","1.116","69.35"
10,"47","1.133","68.33"
10,"47","1.151","67.29"
10,"47","1.169","66.22"
10,"47","1.187","65.14"
10,"47","1.207","64.04"
10,"47","1.227","62.92"
10,"47","1.247","61.79"
10,"47","1.269","60.64"
10,"47","1.291","59.48"
10,"47","1.313","58.32"
10,"47","1.338","57.14"
10,"47","1.364","55.97"
10,"47","1.392","54.79"
10,"47","1.421","53.61"
10,"47","1.452","52.43"
10,"47","1.485","51.26"
10,"47","1.519","50.1"
10,"47","1.555","48.95"
10,"47","1.593","47.82"
10,"47","1.634","46.71"
10,"47","1.677","45.62"
10,"47","1.723","44.56"
10,"47","1.771","43.54"
10,"47","1.819","42.55"
10,"47","1.866","41.6"
10,"47","1.91","40.7"
10,"47","1.95","39.85"
10,"47","1.988","39.04"
10,"47","2.024","38.27"
10,"47","2.057","37.53"
10,"47","2.09","36.82"
10,"47","2.122","36.14"
10,"47","2.152","35.49"
10,"47","2.182","34.85"
10,"47","2.211","34.24"
10,"47","2.24","33.64"
10,"47","2.265","33.05"
10,"47","2.289","32.47"
10,"47","2.315","31.89"
10,"47","2.34","31.31"
10,"47",".084","85.95"
10,"71","1.242","62.39"
10,"71","1.267","61.18"
10,"71","1.295","59.95"
10,"71","1.324","58.69"
10,"71","1.355","57.41"
10,"71","1.387","56.11"
10,"71","1.423","54.78"
10,"71","1.459","53.45"
10,"71","1.498","52.13"
10,"71","1.541","50.77"
10,"71","1.587","49.36"
10,"71","1.636","47.92"
10,"71","1.688","46.5"
10,"71","1.743","45.12"
10,"71","1.797","43.8"
10,"71","1.847","42.5"
10,"71","1.889","41.32"
10,"71","1.926","40.39"
10,"71","1.959","39.61"
10,"71","1.99","38.88"
10,"71","2.019","38.18"
10,"71","2.047","37.51"
10,"71","2.074","36.87"
10,"71","2.101","36.27"
10,"71","2.127","35.69"
10,"71","2.152","35.14"
10,"71","2.177","34.62"
10,"71","2.202","34.12"
10,"71","2.225","33.64"
10,"71","2.248","33.17"
10,"71","2.271","32.72"
10,"71","2.872","23.77"
10,"71","2.895","23.52"
10,"71","3.362","19.44"
10,"71","2.292","32.27"
10,"71","2.314","31.84"
10,"71","2.337","31.44"
10,"71","2.359","31.08"
10,"71","2.38","30.74"
10,"71","2.401","30.4"
10,"71","2.422","30.07"
10,"71","2.443","29.75"
10,"71","2.464","29.43"
10,"71","2.484","29.1"
10,"71","2.505","28.78"
10,"71","2.524","28.46"
10,"71","2.545","28.13"
10,"71","2.567","27.81"
10,"71","2.587","27.49"
10,"71","2.609","27.18"
10,"71","2.622","26.87"
10,"71","2.642","26.57"
10,"71","2.67","26.28"
10,"71","2.691","26.01"
10,"71","2.711","25.75"
10,"71","2.729","25.49"
10,"71","2.748","25.23"
10,"71","2.767","24.98"
10,"71","2.786","24.74"
10,"71","2.806","24.5"
10,"71","2.827","24.26"
10,"71","2.849","24.02"
10,"71",".049","87.76"
10,"71",".132","87.62"
10,"71",".294","87.32"
10,"71",".443","86.98"
10,"71",".572","86.59"
10,"71",".681","86.16"
10,"71",".763","85.7"
10,"71",".812","85.2"
10,"71",".846","84.67"
10,"71",".874","84.12"
10,"71",".898","83.55"
10,"71",".92","82.94"
10,"71",".94","82.31"
10,"71",".956","81.63"
10,"71",".97","80.93"
10,"71",".98","80.2"
10,"71",".99","79.43"
10,"71",".998","78.64"
10,"71","1.006","77.81"
10,"71","1.016","76.96"
10,"71","1.029","76.08"
10,"71","1.043","75.17"
10,"71","1.056","74.24"
10,"71","1.067","73.28"
10,"71","1.08","72.29"
10,"71","1.094","71.29"
10,"71","1.107","70.25"
10,"71","1.121","69.2"
10,"71","1.138","68.12"
10,"71","1.157","67.02"
10,"71","1.176","65.9"
10,"71","1.197","64.75"
10,"71","1.219","63.58"
11,"29",".078","89.22"
11,"29",".1","89.12"
11,"29",".163","88.91"
11,"29",".292","88.66"
11,"29",".409","88.37"
11,"29",".527","88.05"
11,"29",".642","87.7"
11,"29",".748","87.32"
11,"29",".848","86.91"
11,"29",".94","86.47"
11,"29","1.021","86.02"
11,"29","1.089","85.55"
11,"29","1.142","85.07"
11,"29","1.187","84.56"
11,"29","1.224","84.03"
11,"29","1.251","83.48"
11,"29","1.267","82.9"
11,"29","1.279","82.3"
11,"29","1.287","81.68"
11,"29","1.294","81.04"
11,"29","1.298","80.37"
11,"29","1.302","79.69"
11,"29","1.306","78.99"
11,"29","1.31","78.27"
11,"29","1.317","77.54"
11,"29","1.324","76.78"
11,"29","1.332","76.01"
11,"29","1.338","75.23"
11,"29","1.345","74.42"
11,"29","1.352","73.6"
11,"29","1.359","72.77"
11,"29","1.366","71.92"
11,"29","1.375","71.05"
11,"29","1.383","70.16"
11,"29","1.392","69.26"
11,"29","1.401","68.34"
11,"29","1.411","67.4"
11,"29","1.42","66.44"
11,"29","1.43","65.46"
11,"29","1.441","64.45"
11,"29","1.453","63.42"
11,"29","1.465","62.37"
11,"29","1.477","61.28"
11,"29","1.491","60.18"
11,"29","1.506","59.08"
11,"29","1.524","57.96"
11,"29","1.542","56.82"
11,"29","1.561","55.66"
11,"29","1.58","54.48"
11,"29","1.603","53.28"
11,"29","1.63","52.06"
11,"29","1.658","50.79"
11,"29","1.688","49.51"
11,"29","1.721","48.32"
11,"29","1.758","47.23"
11,"29","1.798","46.15"
11,"29","1.842","45.06"
11,"29","1.888","43.98"
11,"29","1.936","42.91"
11,"29","1.985","41.84"
11,"29","2.032","40.79"
11,"29","2.075","39.76"
11,"29","2.116","38.75"
11,"29","2.153","37.78"
11,"29","2.19","36.85"
11,"29","2.225","35.96"
11,"29","2.259","35.13"
11,"29","2.292","34.36"
11,"29","2.324","33.66"
11,"29","2.356","33.04"
11,"29","2.388","32.51"
11,"29","2.419","32.05"
11,"29","2.448","31.62"
11,"29","2.477","31.18"
11,"29","2.506","30.76"
11,"29","2.533","30.37"
11,"29","2.56","29.99"
11,"29","2.587","29.61"
11,"29","2.611","29.24"
11,"29","2.635","28.88"
11,"29","2.66","28.52"
11,"29","2.683","28.17"
11,"29","2.706","27.82"
11,"29","2.728","27.48"
11,"29","2.751","27.14"
11,"29","2.774","26.81"
11,"29","2.797","26.48"
11,"29","2.818","26.16"
11,"29","2.838","25.86"
11,"29","2.858","25.57"
11,"29","2.877","25.28"
11,"29","2.896","24.96"
11,"29","2.915","24.66"
11,"29","2.935","24.37"
11,"29","2.956","24.08"
11,"29","3.451","18.83"
11,"44","1.977","44.64"
11,"44","2.012","44.05"
11,"44","2.048","43.51"
11,"44","2.084","43.03"
11,"44","2.122","42.57"
11,"44","2.16","42.06"
11,"44","2.198","41.49"
11,"44","2.233","40.87"
11,"44","2.265","40.19"
11,"44","2.296","39.47"
11,"44","2.323","38.72"
11,"44","2.349","37.94"
11,"44","2.374","37.15"
11,"44","2.399","36.35"
11,"44","2.423","35.55"
11,"44","2.445","34.78"
11,"44","2.464","34.03"
11,"44","2.482","33.33"
11,"44","2.502","32.69"
11,"44","2.522","32.12"
11,"44","2.539","31.61"
11,"44","2.557","31.16"
11,"44","2.577","30.74"
11,"44","2.596","30.34"
11,"44","2.617","29.94"
11,"44","2.64","29.56"
11,"44","2.665","29.18"
11,"44","2.687","28.81"
11,"44","2.706","28.45"
11,"44","2.725","28.09"
11,"44","3.639","17"
11,"44",".188","86.39"
11,"44",".13","86.3"
11,"44",".389","86.11"
11,"44",".547","85.9"
11,"44",".664","85.66"
11,"44",".78","85.4"
11,"44",".899","85.11"
11,"44","1","84.81"
11,"44","1.086","84.49"
11,"44","1.154","84.15"
11,"44","1.203","83.79"
11,"44","1.239","83.42"
11,"44","1.267","83.02"
11,"44","1.281","82.59"
11,"44","1.277","82.14"
11,"44","1.261","81.67"
11,"44","1.252","81.21"
11,"44","1.265","80.76"
11,"44","1.292","80.3"
11,"44","1.313","79.82"
11,"44","1.328","79.32"
11,"44","1.34","78.8"
11,"44","1.352","78.26"
11,"44","1.362","77.7"
11,"44","1.373","77.12"
11,"44","1.382","76.51"
11,"44","1.39","75.89"
11,"44","1.398","75.25"
11,"44","1.408","74.59"
11,"44","1.418","73.91"
11,"44","1.428","73.21"
11,"44","1.437","72.49"
11,"44","1.446","71.75"
11,"44","1.456","70.99"
11,"44","1.465","70.22"
11,"44","1.474","69.43"
11,"44","1.484","68.62"
11,"44","1.494","67.8"
11,"44","1.503","66.96"
11,"44","1.513","66.11"
11,"44","1.524","65.25"
11,"44","1.535","64.37"
11,"44","1.546","63.48"
11,"44","1.558","62.59"
11,"44","1.57","61.68"
11,"44","1.582","60.77"
11,"44","1.595","59.85"
11,"44","1.609","58.92"
11,"44","1.623","58"
11,"44","1.638","57.07"
11,"44","1.653","56.14"
11,"44","1.669","55.22"
11,"44","1.686","54.3"
11,"44","1.704","53.39"
11,"44","1.723","52.48"
11,"44","1.743","51.59"
11,"44","1.763","50.72"
11,"44","1.785","49.86"
11,"44","1.808","49.03"
11,"44","1.832","48.21"
11,"44","1.858","47.43"
11,"44","1.885","46.68"
11,"44","1.914","45.96"
11,"44","1.945","45.28"
11,"63","1.442","67.99"
11,"63","1.454","66.92"
11,"63","1.467","65.84"
11,"63","1.481","64.74"
11,"63","1.495","63.61"
11,"63","1.509","62.46"
11,"63","1.525","61.28"
11,"63","1.54","60.06"
11,"63","1.556","58.81"
11,"63","1.572","57.53"
11,"63","1.587","56.23"
11,"63","1.606","54.94"
11,"63","1.629","53.63"
11,"63","1.656","52.3"
11,"63","1.687","50.93"
11,"63","1.722","49.5"
11,"63","1.761","48.14"
11,"63","1.803","46.95"
11,"63","1.851","45.84"
11,"63","1.902","44.75"
11,"63","1.953","43.68"
11,"63","2.002","42.62"
11,"63","2.049","41.59"
11,"63","2.094","40.58"
11,"63","2.136","39.61"
11,"63","2.176","38.66"
11,"63","2.214","37.75"
11,"63","2.249","36.88"
11,"63","2.284","36.05"
11,"63","2.317","35.27"
11,"63","2.348","34.54"
11,"63","2.376","33.87"
11,"63","2.4","33.29"
11,"63","2.427","32.78"
11,"63","2.456","32.28"
11,"63","2.49","31.8"
11,"63","2.521","31.37"
11,"63","2.548","31"
11,"63","2.576","30.65"
11,"63","2.602","30.32"
11,"63","2.628","29.98"
11,"63","2.651","29.65"
11,"63","2.673","29.32"
11,"63","2.695","29"
11,"63","2.715","28.68"
11,"63","2.736","28.36"
11,"63","2.755","28.05"
11,"63","2.774","27.74"
11,"63","2.791","27.43"
11,"63","2.809","27.13"
11,"63","2.826","26.83"
11,"63","2.843","26.53"
11,"63","2.859","26.24"
11,"63","2.875","25.94"
11,"63","2.892","25.65"
11,"63","2.908","25.37"
11,"63","2.925","25.08"
11,"63","2.941","24.8"
11,"63","2.958","24.51"
11,"63","2.974","24.23"
11,"63","2.99","23.95"
11,"63","3.007","23.67"
11,"63","3.022","23.39"
11,"63","3.637","17.48"
11,"63",".035","91.77"
11,"63",".035","91.77"
11,"63",".192","91.05"
11,"63",".439","90.68"
11,"63",".607","90.27"
11,"63",".728","89.81"
11,"63",".83","89.33"
11,"63",".926","88.8"
11,"63","1.016","88.23"
11,"63","1.102","87.62"
11,"63","1.172","86.98"
11,"63","1.178","86.31"
11,"63","1.151","85.62"
11,"63","1.171","84.9"
11,"63","1.2","84.17"
11,"63","1.21","83.44"
11,"63","1.225","82.69"
11,"63","1.242","81.92"
11,"63","1.257","81.12"
11,"63","1.271","80.3"
11,"63","1.283","79.46"
11,"63","1.295","78.6"
11,"63","1.308","77.71"
11,"63","1.32","76.81"
11,"63","1.334","75.9"
11,"63","1.351","74.96"
11,"63","1.366","74.01"
11,"63","1.38","73.05"
11,"63","1.393","72.07"
11,"63","1.406","71.07"
11,"63","1.417","70.06"
11,"63","1.43","69.03"
12,"103","1.385","55.74"
12,"103","1.401","54.26"
12,"103","1.42","52.77"
12,"103","1.445","51.24"
12,"103","1.474","49.69"
12,"103","1.508","48.06"
12,"103","1.546","46.37"
12,"103","1.587","44.82"
12,"103","1.633","43.45"
12,"103","1.683","42.13"
12,"103","1.734","40.81"
12,"103","1.786","39.52"
12,"103","1.838","38.25"
12,"103","1.889","37.02"
12,"103","1.935","35.82"
12,"103","1.972","34.68"
12,"103","2.002","33.59"
12,"103","2.027","32.56"
12,"103","2.049","31.62"
12,"103","2.068","30.75"
12,"103","2.083","29.99"
12,"103","2.096","29.36"
12,"103","2.111","28.82"
12,"103","2.129","28.31"
12,"103","2.148","27.85"
12,"103","2.164","27.46"
12,"103","2.179","27.12"
12,"103","2.194","26.8"
12,"103","2.208","26.48"
12,"103","2.221","26.16"
12,"103","2.235","25.85"
12,"103","2.247","25.54"
12,"103","2.26","25.24"
12,"103","2.272","24.94"
12,"103","2.284","24.64"
12,"103","2.295","24.35"
12,"103","2.307","24.06"
12,"103","2.318","23.77"
12,"103","2.329","23.49"
12,"103","2.34","23.21"
12,"103","2.352","22.93"
12,"103","2.363","22.66"
12,"103","2.375","22.39"
12,"103","2.387","22.12"
12,"103","2.399","21.85"
12,"103","2.412","21.59"
12,"103","2.424","21.33"
12,"103","2.437","21.07"
12,"103","2.449","20.81"
12,"103","2.461","20.55"
12,"103","2.475","20.29"
12,"103","2.489","20.03"
12,"103","2.504","19.78"
12,"103","2.52","19.53"
12,"103","2.536","19.29"
12,"103","2.552","19.06"
12,"103","2.566","18.84"
12,"103","2.582","18.61"
12,"103","2.599","18.38"
12,"103","3.2","15.12"
12,"103",".035","88.54"
12,"103",".271","87.59"
12,"103",".426","87.12"
12,"103",".568","86.6"
12,"103",".71","86.03"
12,"103",".826","85.39"
12,"103",".925","84.71"
12,"103",".972","83.97"
12,"103","1.006","83.2"
12,"103","1.015","82.39"
12,"103","1.003","81.58"
12,"103","1.029","80.76"
12,"103","1.049","79.93"
12,"103","1.066","79.07"
12,"103","1.088","78.19"
12,"103","1.105","77.28"
12,"103","1.119","76.35"
12,"103","1.133","75.39"
12,"103","1.149","74.42"
12,"103","1.167","73.42"
12,"103","1.187","72.41"
12,"103","1.203","71.38"
12,"103","1.217","70.33"
12,"103","1.229","69.26"
12,"103","1.241","68.17"
12,"103","1.253","67.07"
12,"103","1.264","65.94"
12,"103","1.276","64.79"
12,"103","1.29","63.61"
12,"103","1.304","62.4"
12,"103","1.319","61.16"
12,"103","1.335","59.88"
12,"103","1.351","58.55"
12,"103","1.367","57.18"
12,"29","2.101","31.59"
12,"29","2.125","30.62"
12,"29","2.146","29.7"
12,"29","2.164","28.82"
12,"29","2.179","28"
12,"29","2.196","27.24"
12,"29","2.212","26.56"
12,"29","2.227","25.98"
12,"29","2.242","25.49"
12,"29","2.257","25.04"
12,"29","2.272","24.6"
12,"29","2.29","24.18"
12,"29","2.31","23.77"
12,"29","2.329","23.37"
12,"29","2.345","22.99"
12,"29","2.36","22.61"
12,"29","2.376","22.23"
12,"29","2.389","21.86"
12,"29","2.402","21.49"
12,"29","2.419","21.13"
12,"29","2.437","20.78"
12,"29","2.458","20.42"
12,"29","2.483","20.08"
12,"29","2.51","19.77"
12,"29","2.537","19.46"
12,"29","2.566","19.17"
12,"29","2.596","18.89"
12,"29","2.63","18.6"
12,"29","2.67","18.3"
12,"29","2.734","17.98"
12,"29","3.188","15.68"
12,"29",".174","88.54"
12,"29",".475","88.22"
12,"29",".503","87.96"
12,"29",".581","87.64"
12,"29",".666","87.28"
12,"29",".759","86.85"
12,"29",".845","86.37"
12,"29",".916","85.85"
12,"29",".965","85.28"
12,"29",".997","84.68"
12,"29","1.024","84.04"
12,"29","1.051","83.36"
12,"29","1.077","82.67"
12,"29","1.095","82"
12,"29","1.103","81.36"
12,"29","1.104","80.71"
12,"29","1.093","80.03"
12,"29","1.085","79.33"
12,"29","1.098","78.6"
12,"29","1.121","77.84"
12,"29","1.143","77.06"
12,"29","1.164","76.26"
12,"29","1.182","75.43"
12,"29","1.196","74.58"
12,"29","1.208","73.71"
12,"29","1.219","72.82"
12,"29","1.23","71.91"
12,"29","1.239","70.97"
12,"29","1.249","70.03"
12,"29","1.259","69.06"
12,"29","1.268","68.08"
12,"29","1.278","67.08"
12,"29","1.288","66.07"
12,"29","1.298","65.05"
12,"29","1.308","64.01"
12,"29","1.319","62.96"
12,"29","1.329","61.91"
12,"29","1.339","60.84"
12,"29","1.35","59.76"
12,"29","1.361","58.68"
12,"29","1.374","57.59"
12,"29","1.388","56.5"
12,"29","1.403","55.4"
12,"29","1.418","54.3"
12,"29","1.435","53.19"
12,"29","1.452","52.08"
12,"29","1.47","50.97"
12,"29","1.488","49.87"
12,"29","1.509","48.76"
12,"29","1.53","47.65"
12,"29","1.554","46.55"
12,"29","1.579","45.45"
12,"29","1.606","44.35"
12,"29","1.636","43.26"
12,"29","1.669","42.17"
12,"29","1.706","41.09"
12,"29","1.745","40.02"
12,"29","1.787","38.94"
12,"29","1.836","37.87"
12,"29","1.89","36.8"
12,"29","1.946","35.73"
12,"29","1.999","34.66"
12,"29","2.042","33.62"
12,"29","2.075","32.59"
12,"31",".017","89.6"
12,"31",".057","89.52"
12,"31",".14","89.35"
12,"31",".214","89.14"
12,"31",".298","88.88"
12,"31",".388","88.58"
12,"31",".473","88.24"
12,"31",".558","87.85"
12,"31",".647","87.43"
12,"31",".735","86.97"
12,"31",".816","86.49"
12,"31",".885","85.98"
12,"31",".942","85.43"
12,"31",".99","84.85"
12,"31","1.027","84.24"
12,"31","1.05","83.59"
12,"31","1.065","82.92"
12,"31","1.079","82.2"
12,"31","1.093","81.46"
12,"31","1.104","80.69"
12,"31","1.11","79.88"
12,"31","1.116","79.05"
12,"31","1.128","78.18"
12,"31","1.144","77.29"
12,"31","1.16","76.37"
12,"31","1.172","75.43"
12,"31","1.181","74.45"
12,"31","1.192","73.45"
12,"31","1.203","72.42"
12,"31","1.212","71.37"
12,"31","1.222","70.29"
12,"31","1.233","69.18"
12,"31","1.244","68.05"
12,"31","1.257","66.89"
12,"31","1.271","65.7"
12,"31","1.285","64.48"
12,"31","1.299","63.23"
12,"31","1.314","61.95"
12,"31","1.331","60.65"
12,"31","1.348","59.36"
12,"31","1.368","58.1"
12,"31","1.388","56.83"
12,"31","1.408","55.56"
12,"31","1.429","54.26"
12,"31","1.454","52.91"
12,"31","1.48","51.5"
12,"31","1.509","50.06"
12,"31","1.54","48.69"
12,"31","1.573","47.34"
12,"31","1.609","45.96"
12,"31","1.648","44.56"
12,"31","1.691","43.14"
12,"31","1.738","41.72"
12,"31","1.788","40.3"
12,"31","1.84","38.92"
12,"31","1.888","37.57"
12,"31","1.929","36.28"
12,"31","1.964","35.07"
12,"31","1.993","33.95"
12,"31","2.018","32.96"
12,"31","2.041","32.12"
12,"31","2.063","31.42"
12,"31","2.083","30.85"
12,"31","2.102","30.31"
12,"31","2.121","29.79"
12,"31","2.139","29.31"
12,"31","2.156","28.86"
12,"31","2.173","28.44"
12,"31","2.189","28.02"
12,"31","2.206","27.62"
12,"31","2.222","27.23"
12,"31","2.238","26.84"
12,"31","2.254","26.47"
12,"31","2.27","26.1"
12,"31","2.286","25.74"
