"HS_ID","ID","PF","WATER_CONTENT"
1,"27","1.034","82.82"
1,"27","1.062","82.53"
1,"27","1.077","82.24"
1,"27","1.095","81.92"
1,"27","1.1","81.58"
1,"27","1.074","81.18"
1,"27","1.091","80.71"
1,"27","1.134","80.2"
1,"27","1.144","79.64"
1,"27","1.153","79.02"
1,"27","1.164","78.39"
1,"27","1.176","77.74"
1,"27","1.187","77.07"
1,"27","1.194","76.51"
1,"27","1.209","76.05"
1,"27","1.221","75.6"
1,"27","1.231","75.14"
1,"27","1.242","74.67"
1,"27","1.252","74.15"
1,"27","1.263","73.54"
1,"27","1.272","72.89"
1,"27","1.281","72.2"
1,"27","1.292","71.47"
1,"27","1.302","70.7"
1,"27","1.313","69.9"
1,"27","1.325","69.23"
1,"27","1.334","68.67"
1,"27","1.344","68.11"
1,"27","1.354","67.54"
1,"27","1.364","66.98"
1,"27","1.373","66.4"
1,"27","1.384","65.81"
1,"27","1.393","65.23"
1,"27","1.403","64.66"
1,"27","1.412","64.09"
1,"27","1.423","63.52"
1,"27","1.433","62.93"
1,"27","1.443","62.36"
1,"27","1.453","61.78"
1,"27","1.464","61.19"
1,"27","1.474","60.6"
1,"27","1.486","60.02"
1,"27","1.498","59.43"
1,"27","1.509","58.85"
1,"27","1.523","58.22"
1,"27","1.538","57.47"
1,"27","1.555","56.6"
1,"27","1.574","55.65"
1,"27","1.598","54.58"
1,"27","1.625","53.49"
1,"27","1.651","52.53"
1,"27","1.675","51.68"
1,"27","1.702","50.76"
1,"27","1.733","49.68"
1,"27","1.77","48.5"
1,"27","1.813","47.29"
1,"27","1.857","46.11"
1,"27","1.903","44.99"
1,"27","1.949","43.9"
1,"27","1.999","42.76"
1,"27","2.054","41.6"
1,"27","2.109","40.59"
1,"27","2.162","39.7"
1,"27","2.217","38.87"
1,"27","2.274","38.01"
1,"27","2.34","37.04"
1,"27","2.412","36.04"
1,"27","2.489","35.04"
1,"27","2.566","34.03"
1,"27","2.636","33.08"
1,"27","2.696","32.21"
1,"27","2.747","31.37"
1,"27","2.793","30.54"
1,"27","2.84","29.72"
1,"27","2.882","28.91"
1,"27","2.921","28.12"
1,"27","2.957","27.35"
1,"27","3.732","14.95"
1,"27",".122","86.05"
1,"27",".194","85.92"
1,"27",".348","85.67"
1,"27",".477","85.4"
1,"27",".583","85.11"
1,"27",".666","84.81"
1,"27",".743","84.52"
1,"27",".818","84.22"
1,"27",".887","83.93"
1,"27",".941","83.65"
1,"27",".987","83.38"
1,"27","1.012","83.1"
1,"2W","1.901","46.75"
1,"2W","1.937","45.89"
1,"2W","1.974","45.03"
1,"2W","2.012","44.17"
1,"2W","2.051","43.32"
1,"2W","2.091","42.47"
1,"2W","2.133","41.64"
1,"2W","2.175","40.82"
1,"2W","2.218","40.02"
1,"2W","2.259","39.24"
1,"2W","2.299","38.5"
1,"2W","2.337","37.78"
1,"2W","2.374","37.1"
1,"2W","2.409","36.47"
1,"2W","2.442","35.88"
1,"2W","2.474","35.35"
1,"2W","2.502","34.88"
1,"2W","2.529","34.46"
1,"2W","2.557","34.07"
1,"2W","2.584","33.68"
1,"2W","2.609","33.31"
1,"2W","2.633","32.94"
1,"2W","2.655","32.58"
1,"2W","2.677","32.22"
1,"2W","2.698","31.88"
1,"2W","3.543","18.28"
1,"2W",".194","88.27"
1,"2W",".132","88.15"
1,"2W",".435","87.89"
1,"2W",".594","87.62"
1,"2W",".728","87.32"
1,"2W",".839","87"
1,"2W",".924","86.67"
1,"2W","1.002","86.31"
1,"2W","1.079","85.93"
1,"2W","1.078","85.54"
1,"2W","1.088","85.13"
1,"2W","1.151","84.72"
1,"2W","1.098","84.31"
1,"2W","1.07","83.88"
1,"2W","1.096","83.43"
1,"2W","1.112","82.97"
1,"2W","1.152","82.5"
1,"2W","1.167","82.01"
1,"2W","1.175","81.5"
1,"2W","1.192","80.98"
1,"2W","1.208","80.45"
1,"2W","1.218","79.9"
1,"2W","1.231","79.34"
1,"2W","1.243","78.76"
1,"2W","1.253","78.17"
1,"2W","1.263","77.57"
1,"2W","1.273","76.96"
1,"2W","1.283","76.33"
1,"2W","1.295","75.69"
1,"2W","1.305","75.04"
1,"2W","1.315","74.38"
1,"2W","1.325","73.71"
1,"2W","1.334","73.03"
1,"2W","1.343","72.33"
1,"2W","1.352","71.62"
1,"2W","1.363","70.91"
1,"2W","1.373","70.18"
1,"2W","1.382","69.44"
1,"2W","1.392","68.69"
1,"2W","1.402","67.93"
1,"2W","1.413","67.16"
1,"2W","1.424","66.38"
1,"2W","1.435","65.59"
1,"2W","1.447","64.78"
1,"2W","1.458","63.97"
1,"2W","1.469","63.14"
1,"2W","1.481","62.31"
1,"2W","1.494","61.46"
1,"2W","1.507","60.6"
1,"2W","1.523","59.74"
1,"2W","1.54","58.89"
1,"2W","1.556","58.05"
1,"2W","1.573","57.19"
1,"2W","1.591","56.31"
1,"2W","1.61","55.4"
1,"2W","1.632","54.48"
1,"2W","1.656","53.55"
1,"2W","1.681","52.63"
1,"2W","1.707","51.75"
1,"2W","1.734","50.92"
1,"2W","1.764","50.11"
1,"2W","1.796","49.28"
1,"2W","1.831","48.44"
1,"2W","1.866","47.6"
1,"71","1.842","47.95"
1,"71","1.874","47.2"
1,"71","1.908","46.45"
1,"71","1.943","45.7"
1,"71","1.98","44.95"
1,"71","2.019","44.2"
1,"71","2.06","43.45"
1,"71","2.103","42.69"
1,"71","2.15","41.94"
1,"71","2.201","41.18"
1,"71","2.253","40.43"
1,"71","2.307","39.68"
1,"71",".039","85.42"
1,"71",".207","85.26"
1,"71",".474","84.92"
1,"71",".64","84.57"
1,"71",".755","84.23"
1,"71",".834","83.9"
1,"71",".895","83.57"
1,"71",".945","83.21"
1,"71",".977","82.8"
1,"71",".991","82.36"
1,"71",".995","81.9"
1,"71",".999","81.44"
1,"71","2.359","38.94"
1,"71","2.41","38.2"
1,"71","2.457","37.48"
1,"71","2.5","36.76"
1,"71","2.54","36.06"
1,"71","2.578","35.38"
1,"71","2.613","34.71"
1,"71","2.643","34.06"
1,"71","2.67","33.44"
1,"71","2.698","32.83"
1,"71","2.725","32.26"
1,"71","3.595","19.11"
1,"71","1.009","81"
1,"71","1.029","80.59"
1,"71","1.055","80.17"
1,"71","1.079","79.73"
1,"71","1.101","79.28"
1,"71","1.118","78.82"
1,"71","1.128","78.35"
1,"71","1.137","77.86"
1,"71","1.15","77.36"
1,"71","1.165","76.85"
1,"71","1.179","76.33"
1,"71","1.192","75.79"
1,"71","1.205","75.25"
1,"71","1.219","74.69"
1,"71","1.231","74.12"
1,"71","1.243","73.55"
1,"71","1.253","72.96"
1,"71","1.264","72.37"
1,"71","1.276","71.76"
1,"71","1.287","71.15"
1,"71","1.298","70.53"
1,"71","1.308","69.9"
1,"71","1.319","69.26"
1,"71","1.33","68.61"
1,"71","1.341","67.96"
1,"71","1.351","67.3"
1,"71","1.363","66.63"
1,"71","1.374","65.96"
1,"71","1.386","65.28"
1,"71","1.398","64.6"
1,"71","1.411","63.91"
1,"71","1.423","63.22"
1,"71","1.435","62.52"
1,"71","1.448","61.82"
1,"71","1.463","61.11"
1,"71","1.478","60.4"
1,"71","1.494","59.69"
1,"71","1.509","58.97"
1,"71","1.526","58.25"
1,"71","1.544","57.53"
1,"71","1.562","56.8"
1,"71","1.581","56.07"
1,"71","1.6","55.34"
1,"71","1.62","54.61"
1,"71","1.64","53.88"
1,"71","1.661","53.14"
1,"71","1.683","52.4"
1,"71","1.706","51.66"
1,"71","1.73","50.92"
1,"71","1.756","50.18"
1,"71","1.783","49.44"
1,"71","1.812","48.69"
2,"31","1.949","38.09"
2,"31","1.964","37.65"
2,"31","1.978","37.24"
2,"31","1.993","36.85"
2,"31","2.008","36.47"
2,"31","2.023","36.11"
2,"31","2.038","35.74"
2,"31","2.051","35.37"
2,"31","2.063","34.99"
2,"31","2.075","34.58"
2,"31","2.088","34.15"
2,"31","2.103","33.72"
2,"31","2.119","33.33"
2,"31","2.138","32.96"
2,"31","2.161","32.59"
2,"31","2.187","32.24"
2,"31","2.212","31.89"
2,"31","2.233","31.55"
2,"31","2.254","31.2"
2,"31","2.271","30.85"
2,"31","2.286","30.5"
2,"31",".122","75.07"
2,"31",".248","74.9"
2,"31",".47","74.55"
2,"31",".616","74.17"
2,"31",".71","73.74"
2,"31",".773","73.26"
2,"31",".817","72.73"
2,"31",".851","72.14"
2,"31","2.305","30.14"
2,"31","2.324","29.78"
2,"31","2.346","29.41"
2,"31","2.37","29.06"
2,"31","2.397","28.74"
2,"31","2.422","28.43"
2,"31","2.446","28.13"
2,"31","2.469","27.83"
2,"31","2.488","27.53"
2,"31","2.506","27.2"
2,"31","2.534","26.86"
2,"31","2.567","26.52"
2,"31","2.592","26.24"
2,"31","2.615","26.01"
2,"31","2.638","25.8"
2,"31","2.661","25.61"
2,"31","2.682","25.4"
2,"31","2.7","25.16"
2,"31","2.723","24.86"
2,"31","2.755","24.55"
2,"31","3.259","20.96"
2,"31",".878","71.51"
2,"31",".904","70.9"
2,"31",".935","70.33"
2,"31",".969","69.77"
2,"31","1.004","69.18"
2,"31","1.037","68.56"
2,"31","1.066","67.92"
2,"31","1.092","67.25"
2,"31","1.117","66.56"
2,"31","1.14","65.84"
2,"31","1.162","65.1"
2,"31","1.183","64.33"
2,"31","1.204","63.54"
2,"31","1.223","62.73"
2,"31","1.243","61.91"
2,"31","1.263","61.06"
2,"31","1.285","60.2"
2,"31","1.308","59.32"
2,"31","1.331","58.42"
2,"31","1.355","57.51"
2,"31","1.379","56.6"
2,"31","1.404","55.67"
2,"31","1.429","54.73"
2,"31","1.454","53.79"
2,"31","1.481","52.85"
2,"31","1.51","51.91"
2,"31","1.539","50.96"
2,"31","1.57","50.02"
2,"31","1.602","49.09"
2,"31","1.636","48.17"
2,"31","1.671","47.26"
2,"31","1.706","46.36"
2,"31","1.738","45.48"
2,"31","1.768","44.63"
2,"31","1.794","43.8"
2,"31","1.815","43"
2,"31","1.835","42.23"
2,"31","1.854","41.5"
2,"31","1.872","40.82"
2,"31","1.888","40.18"
2,"31","1.903","39.59"
2,"31","1.918","39.05"
2,"31","1.934","38.56"
2,"64","2.041","35.66"
2,"64","2.062","35.16"
2,"64","2.083","34.69"
2,"64","2.104","34.24"
2,"64","2.122","33.81"
2,"64","2.138","33.37"
2,"64","2.156","32.92"
2,"64","2.178","32.47"
2,"64","2.197","32"
2,"64","2.219","31.52"
2,"64","2.251","31.1"
2,"64","2.28","30.73"
2,"64","2.305","30.4"
2,"64","2.328","30.09"
2,"64","2.346","29.76"
2,"64","2.363","29.35"
2,"64","2.388","28.88"
2,"64","2.426","28.45"
2,"64","2.468","28.09"
2,"64","2.501","27.8"
2,"64","2.531","27.53"
2,"64","2.56","27.26"
2,"64","2.587","27"
2,"64","2.609","26.73"
2,"64","2.634","26.42"
2,"64","2.669","26.06"
2,"64","3.247","21.89"
2,"64",".041","78.83"
2,"64",".097","78.67"
2,"64",".216","78.38"
2,"64",".327","78.12"
2,"64",".431","77.84"
2,"64",".524","77.55"
2,"64",".608","77.23"
2,"64",".687","76.89"
2,"64",".762","76.54"
2,"64",".83","76.16"
2,"64",".892","75.77"
2,"64",".947","75.36"
2,"64",".992","74.95"
2,"64","1.028","74.52"
2,"64","1.058","74.09"
2,"64","1.066","73.66"
2,"64","1.055","73.23"
2,"64","1.058","72.79"
2,"64","1.075","72.35"
2,"64","1.09","71.89"
2,"64","1.105","71.41"
2,"64","1.119","70.91"
2,"64","1.133","70.39"
2,"64","1.147","69.86"
2,"64","1.158","69.31"
2,"64","1.167","68.72"
2,"64","1.178","68.1"
2,"64","1.188","67.46"
2,"64","1.198","66.83"
2,"64","1.208","66.16"
2,"64","1.217","65.46"
2,"64","1.228","64.74"
2,"64","1.24","64.02"
2,"64","1.252","63.3"
2,"64","1.266","62.55"
2,"64","1.28","61.78"
2,"64","1.295","61"
2,"64","1.31","60.2"
2,"64","1.326","59.37"
2,"64","1.342","58.53"
2,"64","1.36","57.69"
2,"64","1.379","56.82"
2,"64","1.398","55.94"
2,"64","1.419","55.05"
2,"64","1.44","54.14"
2,"64","1.464","53.22"
2,"64","1.488","52.28"
2,"64","1.513","51.31"
2,"64","1.541","50.35"
2,"64","1.57","49.38"
2,"64","1.603","48.38"
2,"64","1.639","47.33"
2,"64","1.681","46.26"
2,"64","1.725","45.17"
2,"64","1.771","44.08"
2,"64","1.817","42.98"
2,"64","1.855","41.86"
2,"64","1.887","40.76"
2,"64","1.913","39.76"
2,"64","1.936","38.89"
2,"64","1.956","38.12"
2,"64","1.975","37.43"
2,"64","1.996","36.79"
2,"64","2.019","36.2"
2,"9",".838","77.51"
2,"9",".871","77.21"
2,"9",".904","76.9"
2,"9",".934","76.58"
2,"9",".953","76.25"
2,"9",".966","75.9"
2,"9",".984","75.55"
2,"9",".988","75.17"
2,"9","1","74.78"
2,"9","1.029","74.37"
2,"9","1.037","73.94"
2,"9","1.028","73.47"
2,"9","1.022","72.97"
2,"9","1.036","72.43"
2,"9","1.055","71.87"
2,"9","1.068","71.29"
2,"9","1.084","70.65"
2,"9","1.098","69.99"
2,"9","1.111","69.35"
2,"9","1.127","68.73"
2,"9","1.145","68.11"
2,"9","1.161","67.49"
2,"9","1.176","66.88"
2,"9","1.19","66.27"
2,"9","1.2","65.65"
2,"9","1.205","65.03"
2,"9","1.212","64.43"
2,"9","1.223","63.84"
2,"9","1.235","63.2"
2,"9","1.253","62.53"
2,"9","1.275","61.82"
2,"9","1.294","61.08"
2,"9","1.311","60.32"
2,"9","1.328","59.55"
2,"9","1.341","58.78"
2,"9","1.35","58.02"
2,"9","1.364","57.27"
2,"9","1.382","56.53"
2,"9","1.401","55.79"
2,"9","1.423","55.05"
2,"9","1.444","54.3"
2,"9","1.464","53.56"
2,"9","1.484","52.82"
2,"9","1.503","52.11"
2,"9","1.52","51.43"
2,"9","1.536","50.77"
2,"9","1.554","50.11"
2,"9","1.576","49.44"
2,"9","1.599","48.76"
2,"9","1.624","48.06"
2,"9","1.651","47.35"
2,"9","1.679","46.64"
2,"9","1.708","45.91"
2,"9","1.74","45.18"
2,"9","1.776","44.43"
2,"9","1.815","43.69"
2,"9","1.855","42.93"
2,"9","1.895","42.17"
2,"9","1.933","41.41"
2,"9","1.97","40.64"
2,"9","2.006","39.88"
2,"9","2.039","39.11"
2,"9","2.07","38.35"
2,"9","2.102","37.59"
2,"9","2.133","36.83"
2,"9","2.163","36.09"
2,"9","2.193","35.35"
2,"9","2.22","34.62"
2,"9","2.245","33.91"
2,"9","2.271","33.21"
2,"9","2.297","32.53"
2,"9","2.324","31.87"
2,"9","2.35","31.23"
2,"9","2.375","30.62"
2,"9","2.401","30.03"
2,"9","2.427","29.47"
2,"9","2.453","28.93"
2,"9","2.479","28.41"
2,"9","2.505","27.91"
2,"9","2.531","27.43"
2,"9","2.558","26.96"
2,"9","2.585","26.51"
2,"9","2.609","26.07"
2,"9","2.633","25.65"
2,"9","3.524","19.54"
2,"9",".02","79.54"
2,"9",".106","79.26"
2,"9",".303","79.05"
2,"9",".445","78.82"
2,"9",".564","78.58"
2,"9",".662","78.33"
2,"9",".736","78.07"
2,"9",".794","77.79"
3,"27","1.119","74.82"
3,"27","1.14","74.46"
3,"27","1.157","74.08"
3,"27","1.172","73.69"
3,"27","1.191","73.27"
3,"27","1.204","72.81"
3,"27","1.192","72.32"
3,"27","1.184","71.78"
3,"27","1.195","71.21"
3,"27","1.214","70.6"
3,"27","1.237","69.94"
3,"27","1.25","69.25"
3,"27","1.261","68.58"
3,"27","1.273","67.93"
3,"27","1.286","67.3"
3,"27","1.296","66.67"
3,"27","1.306","66.04"
3,"27","1.314","65.41"
3,"27","1.319","64.78"
3,"27","1.32","64.15"
3,"27","1.322","63.54"
3,"27","1.328","62.93"
3,"27","1.337","62.29"
3,"27","1.348","61.61"
3,"27","1.359","60.9"
3,"27","1.369","60.16"
3,"27","1.38","59.41"
3,"27","1.389","58.64"
3,"27","1.397","57.86"
3,"27","1.403","57.07"
3,"27","1.413","56.27"
3,"27","1.425","55.49"
3,"27","1.437","54.75"
3,"27","1.451","54.02"
3,"27","1.464","53.29"
3,"27","1.478","52.57"
3,"27","1.49","51.84"
3,"27","1.503","51.12"
3,"27","1.514","50.4"
3,"27","1.526","49.68"
3,"27","1.541","48.94"
3,"27","1.558","48.19"
3,"27","1.576","47.41"
3,"27","1.595","46.62"
3,"27","1.617","45.81"
3,"27","1.64","44.98"
3,"27","1.665","44.14"
3,"27","1.695","43.29"
3,"27","1.73","42.42"
3,"27","1.768","41.55"
3,"27","1.809","40.66"
3,"27","1.854","39.77"
3,"27","1.9","38.87"
3,"27","1.946","37.97"
3,"27","1.992","37.08"
3,"27","2.04","36.18"
3,"27","2.09","35.28"
3,"27","2.141","34.4"
3,"27","2.193","33.52"
3,"27","2.243","32.66"
3,"27","2.29","31.82"
3,"27","2.335","30.99"
3,"27","2.378","30.19"
3,"27","2.422","29.42"
3,"27","2.464","28.68"
3,"27","2.505","27.97"
3,"27","2.544","27.31"
3,"27","2.583","26.69"
3,"27","2.623","26.1"
3,"27","2.662","25.54"
3,"27","2.7","25"
3,"27","2.738","24.49"
3,"27","2.777","24"
3,"27","2.816","23.53"
3,"27","2.856","23.07"
3,"27","2.897","22.63"
3,"27","2.937","22.21"
3,"27","2.98","21.82"
3,"27","3.025","21.46"
3,"27","3.382","18.99"
3,"27",".181","78.28"
3,"27",".278","78.16"
3,"27",".454","77.9"
3,"27",".587","77.63"
3,"27",".658","77.35"
3,"27",".699","77.06"
3,"27",".773","76.77"
3,"27",".866","76.47"
3,"27",".951","76.16"
3,"27","1.016","75.84"
3,"27","1.063","75.51"
3,"27","1.096","75.17"
3,"50","2.255","31.01"
3,"50","2.275","30.63"
3,"50","2.296","30.25"
3,"50","2.318","29.86"
3,"50","2.34","29.54"
3,"50","2.361","29.26"
3,"50","2.383","28.99"
3,"50","2.408","28.72"
3,"50","2.436","28.46"
3,"50","2.463","28.2"
3,"50","2.487","27.95"
3,"50","2.508","27.7"
3,"50","2.529","27.45"
3,"50","2.55","27.2"
3,"50","2.57","26.96"
3,"50","2.588","26.73"
3,"50","2.606","26.49"
3,"50","2.623","26.26"
3,"50","2.638","26.04"
3,"50","2.653","25.81"
3,"50","2.668","25.59"
3,"50","2.682","25.38"
3,"50","2.698","25.16"
3,"50","3.428","17.43"
3,"50",".065","75.21"
3,"50",".49","75.01"
3,"50",".065","75.21"
3,"50",".24","74.18"
3,"50",".422","73.76"
3,"50",".574","73.34"
3,"50",".623","72.91"
3,"50",".69","72.48"
3,"50",".667","72.03"
3,"50",".665","71.57"
3,"50",".735","71.1"
3,"50",".8","70.61"
3,"50",".833","70.12"
3,"50",".869","69.61"
3,"50",".899","69.1"
3,"50",".93","68.58"
3,"50",".954","68.05"
3,"50",".971","67.51"
3,"50",".996","66.97"
3,"50","1.019","66.41"
3,"50","1.039","65.86"
3,"50","1.058","65.29"
3,"50","1.076","64.72"
3,"50","1.092","64.13"
3,"50","1.108","63.54"
3,"50","1.124","62.94"
3,"50","1.14","62.33"
3,"50","1.156","61.7"
3,"50","1.173","61.05"
3,"50","1.19","60.39"
3,"50","1.208","59.71"
3,"50","1.225","59"
3,"50","1.243","58.26"
3,"50","1.261","57.49"
3,"50","1.279","56.69"
3,"50","1.297","55.84"
3,"50","1.317","54.94"
3,"50","1.337","54"
3,"50","1.358","53.02"
3,"50","1.382","52"
3,"50","1.411","50.95"
3,"50","1.445","49.86"
3,"50","1.481","48.73"
3,"50","1.521","47.58"
3,"50","1.565","46.37"
3,"50","1.613","45.12"
3,"50","1.664","43.84"
3,"50","1.719","42.61"
3,"50","1.779","41.56"
3,"50","1.84","40.65"
3,"50","1.898","39.77"
3,"50","1.946","38.92"
3,"50","1.983","38.11"
3,"50","2.015","37.34"
3,"50","2.044","36.6"
3,"50","2.07","35.89"
3,"50","2.094","35.22"
3,"50","2.118","34.59"
3,"50","2.14","33.98"
3,"50","2.162","33.4"
3,"50","2.183","32.85"
3,"50","2.203","32.33"
3,"50","2.221","31.84"
3,"50","2.237","31.4"
3,"6","1.89","41.14"
3,"6","1.923","40.37"
3,"6","1.952","39.62"
3,"6","1.977","38.88"
3,"6","1.999","38.18"
3,"6","2.021","37.5"
3,"6","2.041","36.85"
3,"6","2.059","36.24"
3,"6","2.076","35.68"
3,"6","2.092","35.17"
3,"6","2.108","34.73"
3,"6","2.125","34.35"
3,"6","2.144","33.97"
3,"6","2.163","33.58"
3,"6","2.184","33.21"
3,"6","2.206","32.87"
3,"6","2.229","32.56"
3,"6","2.253","32.27"
3,"6","2.275","31.98"
3,"6",".112","79.16"
3,"6",".219","78.93"
3,"6",".368","78.74"
3,"6",".472","78.54"
3,"6",".524","78.3"
3,"6",".55","78.04"
3,"6",".599","77.76"
3,"6",".675","77.44"
3,"6",".763","77.11"
3,"6",".805","76.75"
3,"6",".878","76.36"
3,"6",".997","75.95"
3,"6","2.296","31.71"
3,"6","2.317","31.44"
3,"6","2.338","31.17"
3,"6","2.359","30.9"
3,"6","2.381","30.64"
3,"6","2.402","30.37"
3,"6","2.422","30.1"
3,"6","2.44","29.81"
3,"6","2.459","29.52"
3,"6","2.479","29.22"
3,"6","2.5","28.92"
3,"6","2.522","28.63"
3,"6","2.546","28.36"
3,"6","2.571","28.1"
3,"6","2.599","27.86"
3,"6","2.628","27.63"
3,"6","2.657","27.41"
3,"6","2.683","27.2"
3,"6","3.289","22.65"
3,"6","1.069","75.51"
3,"6","1.107","75.05"
3,"6","1.116","74.57"
3,"6","1.117","74.08"
3,"6","1.119","73.57"
3,"6","1.13","73.03"
3,"6","1.153","72.48"
3,"6","1.177","71.9"
3,"6","1.197","71.3"
3,"6","1.215","70.67"
3,"6","1.23","70.03"
3,"6","1.243","69.35"
3,"6","1.255","68.66"
3,"6","1.266","67.95"
3,"6","1.278","67.21"
3,"6","1.29","66.45"
3,"6","1.301","65.68"
3,"6","1.312","64.88"
3,"6","1.323","64.07"
3,"6","1.335","63.24"
3,"6","1.346","62.4"
3,"6","1.357","61.54"
3,"6","1.369","60.67"
3,"6","1.382","59.78"
3,"6","1.395","58.89"
3,"6","1.408","57.99"
3,"6","1.423","57.08"
3,"6","1.438","56.17"
3,"6","1.452","55.26"
3,"6","1.465","54.35"
3,"6","1.48","53.45"
3,"6","1.497","52.55"
3,"6","1.513","51.69"
3,"6","1.529","50.86"
3,"6","1.548","50.01"
3,"6","1.569","49.12"
3,"6","1.591","48.26"
3,"6","1.615","47.45"
3,"6","1.642","46.67"
3,"6","1.672","45.89"
3,"6","1.703","45.09"
3,"6","1.736","44.3"
3,"6","1.773","43.5"
3,"6","1.811","42.71"
3,"6","1.852","41.92"
4,"101","1.305","72.35"
4,"101","1.317","71.73"
4,"101","1.33","71.11"
4,"101","1.343","70.47"
4,"101","1.357","69.81"
4,"101","1.371","69.14"
4,"101","1.385","68.44"
4,"101","1.399","67.73"
4,"101","1.415","66.99"
4,"101","1.43","66.22"
4,"101","1.446","65.42"
4,"101","1.463","64.59"
4,"101","1.481","63.72"
4,"101","1.499","62.81"
4,"101","1.519","61.84"
4,"101","1.54","60.82"
4,"101","1.565","59.74"
4,"101","1.593","58.63"
4,"101","1.623","57.49"
4,"101","1.656","56.33"
4,"101","1.692","55.16"
4,"101","1.731","54"
4,"101","1.773","52.87"
4,"101","1.818","51.78"
4,"101","1.868","50.75"
4,"101","1.922","49.79"
4,"101","1.98","48.88"
4,"101","2.042","47.99"
4,"101","2.107","47.11"
4,"101","2.171","46.24"
4,"101","2.231","45.37"
4,"101","2.285","44.52"
4,"101","2.335","43.68"
4,"101","2.379","42.85"
4,"101","2.418","42.04"
4,"101","2.453","41.25"
4,"101","2.485","40.48"
4,"101","2.513","39.73"
4,"101","2.539","39"
4,"101","2.562","38.3"
4,"101","2.584","37.63"
4,"101","2.605","36.98"
4,"101","2.624","36.37"
4,"101","2.64","35.8"
4,"101","2.653","35.29"
4,"101","2.669","34.81"
4,"101","2.685","34.35"
4,"101","2.702","33.89"
4,"101","2.718","33.4"
4,"101","2.735","32.96"
4,"101","2.75","32.59"
4,"101","2.766","32.25"
4,"101","2.78","31.91"
4,"101","2.795","31.57"
4,"101","2.811","31.24"
4,"101","3.55","15.89"
4,"101",".247","88.2"
4,"101",".182","88.08"
4,"101",".495","87.82"
4,"101",".669","87.54"
4,"101",".792","87.25"
4,"101",".891","86.94"
4,"101",".966","86.61"
4,"101","1.006","86.27"
4,"101","1.023","85.91"
4,"101","1.026","85.54"
4,"101","1.035","85.15"
4,"101","1.03","84.77"
4,"101","1.034","84.38"
4,"101","1.063","83.98"
4,"101","1.084","83.58"
4,"101","1.101","83.17"
4,"101","1.109","82.74"
4,"101","1.119","82.3"
4,"101","1.134","81.86"
4,"101","1.137","81.4"
4,"101","1.145","80.93"
4,"101","1.161","80.45"
4,"101","1.17","79.97"
4,"101","1.18","79.48"
4,"101","1.19","78.97"
4,"101","1.197","78.46"
4,"101","1.206","77.95"
4,"101","1.218","77.42"
4,"101","1.225","76.89"
4,"101","1.234","76.35"
4,"101","1.245","75.81"
4,"101","1.254","75.25"
4,"101","1.264","74.69"
4,"101","1.274","74.12"
4,"101","1.283","73.54"
4,"101","1.293","72.95"
4,"42","1.402","72.9"
4,"42","1.408","72.25"
4,"42","1.414","71.59"
4,"42","1.424","70.93"
4,"42","1.436","70.27"
4,"42","1.45","69.58"
4,"42","1.469","68.86"
4,"42","1.488","68.13"
4,"42","1.507","67.38"
4,"42","1.524","66.62"
4,"42","1.542","65.85"
4,"42","1.559","65.07"
4,"42","1.572","64.28"
4,"42","1.589","63.49"
4,"42","1.61","62.7"
4,"42","1.632","61.93"
4,"42","1.655","61.15"
4,"42","1.68","60.37"
4,"42","1.706","59.6"
4,"42","1.73","58.83"
4,"42","1.755","58.07"
4,"42","1.779","57.34"
4,"42","1.8","56.65"
4,"42","1.821","55.97"
4,"42","1.844","55.28"
4,"42","1.87","54.58"
4,"42","1.896","53.86"
4,"42","1.924","53.14"
4,"42","1.954","52.4"
4,"42","1.985","51.64"
4,"42","2.017","50.88"
4,"42","2.051","50.11"
4,"42","2.089","49.32"
4,"42","2.131","48.53"
4,"42","2.176","47.73"
4,"42","2.223","46.92"
4,"42","2.27","46.1"
4,"42","2.317","45.28"
4,"42","2.362","44.45"
4,"42","2.406","43.61"
4,"42","2.448","42.78"
4,"42","2.492","41.94"
4,"42","2.537","41.1"
4,"42","2.583","40.26"
4,"42","2.626","39.43"
4,"42","2.664","38.59"
4,"42","2.699","37.76"
4,"42","2.731","36.94"
4,"42","2.765","36.13"
4,"42","2.798","35.32"
4,"42","2.829","34.53"
4,"42","2.86","33.75"
4,"42","2.89","32.98"
4,"42","2.918","32.23"
4,"42","2.944","31.5"
4,"42","2.97","30.79"
4,"42","2.996","30.09"
4,"42","3.678","18.06"
4,"42",".174","88.24"
4,"42",".236","88.15"
4,"42",".397","87.96"
4,"42",".536","87.75"
4,"42",".657","87.52"
4,"42",".763","87.27"
4,"42",".858","87"
4,"42",".942","86.73"
4,"42","1.016","86.45"
4,"42","1.081","86.17"
4,"42","1.136","85.87"
4,"42","1.167","85.57"
4,"42","1.157","85.25"
4,"42","1.159","84.93"
4,"42","1.192","84.6"
4,"42","1.221","84.26"
4,"42","1.232","83.91"
4,"42","1.236","83.55"
4,"42","1.247","83.18"
4,"42","1.252","82.79"
4,"42","1.253","82.39"
4,"42","1.248","81.96"
4,"42","1.249","81.5"
4,"42","1.263","81.01"
4,"42","1.27","80.48"
4,"42","1.274","79.92"
4,"42","1.282","79.34"
4,"42","1.293","78.71"
4,"42","1.306","78.04"
4,"42","1.318","77.36"
4,"42","1.329","76.72"
4,"42","1.338","76.08"
4,"42","1.35","75.45"
