"HS_ID","ID","WATER_CONTENT","LOG10K"
26,"28","27.95","-2.75"
26,"28","27.56","-2.79"
26,"28","27.18","-2.84"
26,"28","26.81","-2.88"
26,"28","26.45","-2.93"
26,"28","26.1","-2.98"
26,"28","25.76","-3.04"
26,"28","25.45","-3.1"
26,"28","25.15","-3.14"
26,"28","24.86","-3.18"
26,"28","24.56","-3.22"
26,"28","24.27","-3.26"
26,"28","23.98","-3.29"
26,"28","23.69","-3.33"
26,"28","23.4","-3.37"
26,"28","23.12","-3.41"
26,"28","22.83","-3.45"
26,"28","22.55","-3.49"
26,"28","22.27","-3.53"
26,"28","21.98","-3.57"
26,"28","21.7","-3.61"
26,"28","21.42","-3.65"
26,"28","21.15","-3.69"
26,"28","20.87","-3.74"
26,"28","41.63","-.74"
26,"54","27.84","-2.61"
26,"54","27.41","-2.68"
26,"54","27.01","-2.74"
26,"54","26.63","-2.81"
26,"54","26.29","-2.88"
26,"54","25.97","-2.94"
26,"54","25.66","-2.99"
26,"54","25.36","-3.03"
26,"54","25.08","-3.07"
26,"54","24.8","-3.11"
26,"54","24.52","-3.14"
26,"54","24.24","-3.16"
26,"54","23.96","-3.17"
26,"54","23.66","-3.18"
26,"54","23.35","-3.18"
26,"54","23.02","-3.18"
26,"54","22.67","-3.18"
26,"54","22.3","-3.2"
26,"54","21.93","-3.21"
26,"54","21.56","-3.31"
26,"54","21.24","-3.38"
26,"54","20.93","-3.43"
26,"54","20.63","-3.48"
26,"54","20.34","-3.54"
26,"54","20.06","-3.59"
26,"54","19.79","-3.64"
26,"54","19.53","-3.69"
26,"54","19.26","-3.73"
26,"54","19.01","-3.77"
26,"54","18.75","-3.82"
26,"54","15.2","-4.62"
26,"54","43.83","-.18"
26,"54","42.28","-.65"
26,"54","41.01","-1.05"
26,"54","39.89","-1.28"
26,"54","38.8","-1.44"
26,"54","37.76","-1.57"
26,"54","36.75","-1.68"
26,"54","35.78","-1.77"
26,"54","34.86","-1.86"
26,"54","33.97","-1.94"
26,"54","33.12","-2.02"
26,"54","32.31","-2.09"
26,"54","31.55","-2.16"
26,"54","30.82","-2.23"
26,"54","30.14","-2.3"
26,"54","29.49","-2.36"
26,"54","28.88","-2.42"
26,"54","28.32","-2.5"
27,"23","44.71","-.45"
27,"23","15.25","-4.49"
27,"23","42.21","-.82"
27,"23","41.14","-1.08"
27,"23","40.21","-1.22"
27,"23","39.3","-1.36"
27,"23","38.43","-1.46"
27,"23","37.59","-1.54"
27,"23","36.78","-1.61"
27,"23","35.99","-1.67"
27,"23","35.24","-1.73"
27,"23","34.52","-1.79"
27,"23","33.83","-1.84"
27,"23","33.17","-1.9"
27,"23","32.54","-1.95"
27,"23","31.93","-2.01"
27,"23","31.38","-2.09"
27,"23","30.88","-2.17"
27,"23","30.41","-2.21"
27,"23","29.94","-2.24"
27,"23","29.48","-2.28"
27,"23","29.03","-2.33"
27,"23","28.6","-2.38"
27,"23","28.18","-2.41"
27,"23","27.76","-2.45"
27,"23","27.34","-2.48"
27,"23","26.93","-2.52"
27,"23","26.52","-2.55"
27,"23","26.12","-2.59"
27,"23","25.71","-2.62"
27,"23","25.31","-2.66"
27,"23","24.91","-2.7"
27,"23","24.51","-2.74"
27,"23","24.12","-2.78"
27,"23","23.74","-2.84"
27,"23","23.37","-2.9"
27,"23","23.02","-2.95"
27,"23","22.67","-2.99"
27,"23","22.32","-3.04"
27,"23","21.96","-3.09"
27,"23","21.61","-3.13"
27,"23","21.26","-3.18"
27,"23","20.91","-3.24"
27,"23","20.56","-3.28"
27,"23","20.21","-3.34"
27,"23","19.86","-3.41"
27,"23","43.45","-.6"
27,"96","27.61","-2.08"
27,"96","27.02","-2.11"
27,"96","26.43","-2.14"
27,"96","25.83","-2.16"
27,"96","25.24","-2.21"
27,"96","24.69","-2.28"
27,"96","24.18","-2.34"
27,"96","23.68","-2.39"
27,"96","23.21","-2.45"
27,"96","22.77","-2.51"
27,"96","22.35","-2.57"
27,"96","21.95","-2.63"
27,"96","21.57","-2.68"
27,"96","21.19","-2.73"
27,"96","20.83","-2.77"
27,"96","20.47","-2.81"
27,"96","20.1","-2.85"
27,"96","19.74","-2.88"
27,"96","19.36","-2.91"
27,"96","18.97","-2.93"
27,"96","18.56","-2.95"
27,"96","18.13","-2.96"
27,"96","17.66","-2.98"
27,"96","17.18","-3.03"
27,"96","16.68","-3.09"
27,"96","16.19","-3.17"
27,"96","15.74","-3.32"
27,"96","15.33","-3.42"
27,"96","14.93","-3.52"
27,"96","11.33","-4.45"
27,"96","43.73","-.36"
27,"96","42.22","-.57"
27,"96","40.66","-.78"
27,"96","39.02","-.95"
27,"96","37.64","-1.3"
27,"96","36.61","-1.43"
27,"96","35.64","-1.5"
27,"96","34.72","-1.56"
27,"96","33.85","-1.62"
27,"96","33.02","-1.68"
27,"96","32.23","-1.74"
27,"96","31.49","-1.79"
27,"96","30.77","-1.85"
27,"96","30.09","-1.9"
27,"96","29.44","-1.95"
27,"96","28.81","-2"
27,"96","28.21","-2.04"
28,"28","24.22","-3.55"
28,"28","23.92","-3.62"
28,"28","23.62","-3.68"
28,"28","19.15","-4.86"
28,"28","40.78","-.71"
28,"28","39.68","-1.03"
28,"28","38.58","-1.32"
28,"28","37.48","-1.57"
28,"28","36.4","-1.76"
28,"28","35.34","-1.9"
28,"28","34.3","-2.02"
28,"28","33.29","-2.13"
28,"28","32.31","-2.23"
28,"28","31.38","-2.33"
28,"28","30.49","-2.42"
28,"28","29.66","-2.52"
28,"28","28.89","-2.62"
28,"28","28.19","-2.72"
28,"28","27.57","-2.84"
28,"28","27.03","-2.96"
28,"28","26.57","-3.08"
28,"28","26.17","-3.19"
28,"28","25.82","-3.28"
28,"28","25.49","-3.36"
28,"28","25.18","-3.42"
28,"28","24.86","-3.45"
28,"28","24.54","-3.49"
28,"3","39.2","-.47"
28,"3","38.32","-.84"
28,"3","37.45","-1.12"
28,"3","36.61","-1.34"
28,"3","35.8","-1.52"
28,"3","35.02","-1.66"
28,"3","34.27","-1.77"
28,"3","33.55","-1.88"
28,"3","32.86","-1.97"
28,"3","32.22","-2.07"
28,"3","31.61","-2.16"
28,"3","31.05","-2.25"
28,"3","30.53","-2.35"
28,"3","30.08","-2.48"
28,"3","29.69","-2.59"
28,"3","29.33","-2.64"
28,"3","28.96","-2.68"
28,"3","28.59","-2.74"
28,"3","28.25","-2.81"
28,"3","27.92","-2.89"
28,"3","27.61","-2.94"
28,"3","27.3","-2.99"
28,"3","27.01","-3.05"
28,"3","26.71","-3.1"
28,"3","26.43","-3.14"
28,"3","26.15","-3.19"
28,"3","25.87","-3.24"
28,"3","25.6","-3.29"
28,"3","25.34","-3.33"
28,"3","25.08","-3.38"
28,"3","24.83","-3.44"
28,"3","24.59","-3.49"
28,"3","24.36","-3.54"
28,"3","24.14","-3.59"
28,"3","23.92","-3.63"
28,"3","23.7","-3.67"
28,"3","23.48","-3.71"
28,"3","23.26","-3.76"
28,"3","23.04","-3.8"
28,"3","22.81","-3.84"
28,"3","19.54","-4.66"
28,"36","42.49","-.25"
28,"36","19.32","-4.29"
28,"36","40.31","-.68"
28,"36","39.2","-.9"
28,"36","38.08","-1.06"
28,"36","37.01","-1.26"
28,"36","36.19","-1.57"
28,"36","35.58","-1.68"
28,"36","35","-1.78"
28,"36","34.46","-1.88"
28,"36","33.93","-1.97"
28,"36","33.43","-2.06"
28,"36","32.96","-2.14"
28,"36","32.51","-2.23"
28,"36","32.08","-2.3"
28,"36","31.67","-2.36"
28,"36","31.28","-2.43"
28,"36","30.91","-2.49"
28,"36","30.55","-2.55"
28,"36","30.2","-2.6"
28,"36","29.87","-2.66"
28,"36","29.53","-2.7"
28,"36","29.21","-2.74"
28,"36","28.88","-2.78"
28,"36","28.55","-2.81"
28,"36","28.21","-2.83"
28,"36","27.86","-2.84"
28,"36","27.5","-2.85"
28,"36","27.14","-2.9"
28,"36","26.79","-2.95"
28,"36","26.47","-2.98"
28,"36","26.15","-3.01"
28,"36","41.42","-.47"
29,"46","43.12","-.38"
29,"46","16.88","-4.59"
29,"46","41.29","-.8"
29,"46","40.44","-.93"
29,"46","39.59","-1.07"
29,"46","38.75","-1.2"
29,"46","37.93","-1.33"
29,"46","37.12","-1.45"
29,"46","36.33","-1.58"
29,"46","35.56","-1.69"
29,"46","34.82","-1.8"
29,"46","34.1","-1.89"
29,"46","33.43","-1.98"
29,"46","32.79","-2.06"
29,"46","32.2","-2.13"
29,"46","31.66","-2.22"
29,"46","31.17","-2.31"
29,"46","30.75","-2.42"
29,"46","30.39","-2.51"
29,"46","30.07","-2.55"
29,"46","29.74","-2.56"
29,"46","29.4","-2.6"
29,"46","29.08","-2.64"
29,"46","28.77","-2.69"
29,"46","28.47","-2.72"
29,"46","28.18","-2.75"
29,"46","27.88","-2.78"
29,"46","27.6","-2.81"
29,"46","27.31","-2.84"
29,"46","27.03","-2.86"
29,"46","26.75","-2.89"
29,"46","26.48","-2.91"
29,"46","26.21","-2.93"
29,"46","42.16","-.63"
29,"71","24.29","-3"
29,"71","24.01","-3.05"
29,"71","23.76","-3.1"
29,"71","23.51","-3.15"
29,"71","23.28","-3.19"
29,"71","23.06","-3.24"
29,"71","22.84","-3.27"
29,"71","15.47","-4.52"
29,"71","43.65","-.24"
29,"71","42.49","-.37"
29,"71","41.29","-.53"
29,"71","40.06","-.71"
29,"71","38.79","-.89"
29,"71","37.49","-1.09"
29,"71","36.43","-1.48"
29,"71","35.64","-1.67"
29,"71","34.89","-1.81"
29,"71","34.17","-1.91"
29,"71","33.48","-1.99"
29,"71","32.82","-2.07"
29,"71","32.19","-2.13"
29,"71","31.58","-2.19"
29,"71","31","-2.25"
29,"71","30.45","-2.3"
29,"71","29.92","-2.35"
29,"71","29.41","-2.4"
29,"71","28.92","-2.45"
29,"71","28.46","-2.5"
29,"71","28.01","-2.54"
29,"71","27.58","-2.58"
29,"71","27.16","-2.62"
29,"71","26.75","-2.66"
29,"71","26.35","-2.69"
29,"71","25.95","-2.71"
29,"71","25.56","-2.75"
29,"71","25.2","-2.83"
29,"71","24.88","-2.89"
29,"71","24.58","-2.94"
30,"101","29.75","-2.53"
30,"101","29.32","-2.64"
30,"101","28.93","-2.71"
30,"101","28.56","-2.78"
30,"101","28.2","-2.84"
30,"101","27.85","-2.9"
30,"101","27.51","-2.95"
30,"101","27.19","-3"
30,"101","26.87","-3.05"
30,"101","26.6","-3.24"
30,"101","26.39","-3.29"
30,"101","26.18","-3.3"
30,"101","25.96","-3.31"
30,"101","25.72","-3.32"
30,"101","25.48","-3.33"
30,"101","25.22","-3.35"
30,"101","24.96","-3.37"
30,"101","24.69","-3.4"
30,"101","24.41","-3.43"
30,"101","24.13","-3.46"
30,"101","23.84","-3.5"
30,"101","19.26","-4.8"
30,"101","37.47","-.71"
30,"101","36.46","-.98"
30,"101","35.46","-1.24"
30,"101","34.48","-1.48"
30,"101","33.53","-1.69"
30,"101","32.66","-1.88"
30,"101","31.88","-2.04"
30,"101","31.21","-2.21"
30,"101","30.67","-2.38"
30,"101","30.2","-2.46"
30,"3","34.69","-2.11"
30,"3","33.87","-2.18"
30,"3","36.37","-1.9"
30,"3","37.22","-1.73"
30,"3","38.08","-1.48"
30,"3","38.94","-1.17"
30,"3","39.8","-.84"
30,"3","19.52","-4.81"
30,"3","25.13","-3.22"
30,"3","25.49","-3.12"
30,"3","25.89","-3.03"
30,"3","26.35","-2.94"
30,"3","26.85","-2.86"
30,"3","27.41","-2.79"
30,"3","28","-2.71"
30,"3","28.64","-2.65"
30,"3","29.3","-2.58"
30,"3","30","-2.51"
30,"3","30.73","-2.45"
30,"3","31.49","-2.39"
30,"3","32.26","-2.32"
30,"3","33.05","-2.25"
30,"3","35.53","-2.02"
30,"73","26.19","-2.9"
30,"73","25.92","-2.94"
30,"73","25.65","-2.98"
30,"73","25.39","-3.01"
30,"73","25.13","-3.04"
30,"73","24.87","-3.07"
30,"73","24.62","-3.09"
30,"73","26.47","-2.86"
30,"73","26.75","-2.82"
30,"73","27.03","-2.77"
30,"73","27.32","-2.72"
30,"73","27.62","-2.68"
30,"73","27.93","-2.63"
30,"73","28.23","-2.59"
30,"73","28.55","-2.53"
30,"73","28.88","-2.46"
30,"73","29.24","-2.37"
30,"73","29.64","-2.27"
30,"73","30.1","-2.17"
30,"73","30.61","-2.06"
30,"73","31.2","-1.95"
30,"73","31.84","-1.85"
30,"73","32.54","-1.75"
30,"73","33.27","-1.63"
30,"73","34.05","-1.49"
30,"73","34.86","-1.32"
30,"73","18.41","-4.56"
30,"73","36.54","-.93"
30,"73","37.41","-.72"
30,"73","38.28","-.5"
30,"73","35.69","-1.13"
31,"112","45.92","-.77"
31,"112","20.14","-4.69"
31,"112","44.16","-1.14"
31,"112","43.24","-1.3"
31,"112","42.31","-1.47"
31,"112","41.38","-1.62"
31,"112","40.45","-1.77"
31,"112","39.54","-1.91"
31,"112","38.65","-2.05"
31,"112","37.81","-2.18"
31,"112","37.01","-2.31"
31,"112","36.29","-2.43"
31,"112","35.63","-2.52"
31,"112","35","-2.59"
31,"112","34.41","-2.67"
31,"112","33.88","-2.77"
31,"112","33.39","-2.84"
31,"112","32.93","-2.9"
31,"112","32.49","-2.96"
31,"112","32.06","-3.01"
31,"112","31.65","-3.06"
31,"112","31.25","-3.1"
31,"112","30.85","-3.13"
31,"112","30.46","-3.17"
31,"112","45.06","-.96"
31,"23","45.91","-.85"
31,"23","20.7","-4.8"
31,"23","43.86","-1.25"
31,"23","42.81","-1.41"
31,"23","41.72","-1.59"
31,"23","40.61","-1.76"
31,"23","39.48","-1.92"
31,"23","38.35","-2.09"
31,"23","37.26","-2.24"
31,"23","36.25","-2.39"
31,"23","35.39","-2.56"
31,"23","34.6","-2.62"
31,"23","33.82","-2.71"
31,"23","33.13","-2.84"
31,"23","32.52","-2.93"
31,"23","31.94","-2.99"
31,"23","31.39","-3.08"
31,"23","30.86","-3.13"
31,"23","30.35","-3.23"
31,"23","44.88","-1.06"
31,"8","47.25","-.22"
31,"8","46.26","-.4"
31,"8","45.26","-.57"
31,"8","44.24","-.74"
31,"8","43.19","-.89"
31,"8","42.11","-1.04"
31,"8","41","-1.2"
31,"8","39.9","-1.35"
31,"8","38.81","-1.46"
31,"8","37.76","-1.58"
31,"8","36.93","-1.87"
31,"8","36.34","-1.97"
31,"8","35.78","-2.04"
31,"8","35.25","-2.1"
31,"8","34.75","-2.16"
31,"8","34.26","-2.22"
31,"8","33.8","-2.28"
31,"8","33.37","-2.33"
31,"8","32.95","-2.38"
31,"8","32.55","-2.43"
31,"8","32.17","-2.48"
31,"8","31.8","-2.53"
31,"8","31.45","-2.57"
31,"8","31.11","-2.61"
31,"8","30.79","-2.65"
31,"8","30.47","-2.68"
31,"8","30.16","-2.72"
31,"8","29.86","-2.74"
31,"8","29.55","-2.76"
31,"8","29.25","-2.78"
31,"8","28.94","-2.79"
31,"8","28.63","-2.79"
31,"8","17.25","-4.41"
31,"91","36.18","-2.2"
31,"91","35.09","-2.34"
31,"91","34.14","-2.5"
31,"91","33.32","-2.6"
31,"91","32.57","-2.69"
31,"91","31.88","-2.76"
31,"91","31.18","-2.78"
31,"91","30.48","-2.85"
31,"91","29.82","-2.92"
31,"91","29.24","-3.05"
31,"91","28.72","-3.1"
31,"91","28.23","-3.19"
31,"91","27.78","-3.26"
31,"91","27.34","-3.29"
31,"91","26.9","-3.36"
31,"91","26.47","-3.38"
31,"91","26.02","-3.42"
31,"91","18.56","-4.78"
31,"91","46.33","-.82"
31,"91","45.37","-.94"
31,"91","44.43","-1.07"
31,"91","43.6","-1.24"
31,"91","42.85","-1.32"
31,"91","42.11","-1.47"
31,"91","41.33","-1.58"
31,"91","40.5","-1.71"
31,"91","39.59","-1.82"
31,"91","38.53","-1.92"
31,"91","37.36","-2.07"
32,"20","45.92","-.84"
32,"20","16.32","-4.72"
32,"20","43.79","-1.32"
32,"20","42.73","-1.48"
32,"20","41.68","-1.6"
32,"20","40.64","-1.69"
32,"20","39.62","-1.76"
32,"20","38.61","-1.83"
32,"20","37.63","-1.9"
32,"20","36.68","-1.97"
32,"20","35.75","-2.05"
32,"20","34.86","-2.12"
32,"20","34","-2.2"
32,"20","33.19","-2.28"
32,"20","32.43","-2.36"
32,"20","31.72","-2.44"
32,"20","31.07","-2.53"
32,"20","30.49","-2.64"
32,"20","29.98","-2.74"
32,"20","29.53","-2.82"
32,"20","29.1","-2.88"
32,"20","28.67","-2.91"
32,"20","28.22","-2.93"
32,"20","27.76","-2.97"
32,"20","27.32","-3.04"
32,"20","26.9","-3.09"
32,"20","26.5","-3.14"
32,"20","26.1","-3.18"
32,"20","25.72","-3.23"
32,"20","25.35","-3.28"
32,"20","24.99","-3.34"
32,"20","24.65","-3.4"
32,"20","24.33","-3.44"
32,"20","24","-3.46"
32,"20","23.68","-3.5"
32,"20","23.35","-3.54"
32,"20","23.03","-3.58"
32,"20","22.72","-3.62"
32,"20","22.41","-3.67"
32,"20","22.11","-3.72"
32,"20","44.85","-1.11"
32,"28","44.57","-.35"
32,"28","43.59","-.6"
32,"28","42.65","-.78"
32,"28","41.72","-.95"
32,"28","40.79","-1.11"
32,"28","39.86","-1.25"
32,"28","38.95","-1.38"
32,"28","38.05","-1.49"
32,"28","37.18","-1.58"
32,"28","36.33","-1.66"
32,"28","35.52","-1.73"
32,"28","34.74","-1.79"
32,"28","34.01","-1.86"
32,"28","33.32","-1.93"
32,"28","32.7","-2.01"
32,"28","32.14","-2.1"
32,"28","31.65","-2.2"
32,"28","31.22","-2.28"
32,"28","30.84","-2.35"
32,"28","30.47","-2.39"
32,"28","30.1","-2.41"
32,"28","29.73","-2.45"
32,"28","29.37","-2.5"
32,"28","29.03","-2.55"
32,"28","28.69","-2.59"
32,"28","28.35","-2.62"
32,"28","28.02","-2.65"
32,"28","27.68","-2.68"
32,"28","27.34","-2.7"
32,"28","26.99","-2.72"
32,"28","26.63","-2.73"
32,"28","26.24","-2.73"
32,"28","25.84","-2.74"
32,"28","25.47","-2.86"
32,"28","25.15","-2.95"
32,"28","24.85","-2.94"
32,"28","24.53","-2.96"
32,"28","24.22","-3.02"
32,"28","23.93","-3.07"
32,"28","23.65","-3.1"
32,"28","23.37","-3.14"
32,"28","23.1","-3.18"
32,"28","22.83","-3.2"
32,"28","22.56","-3.23"
32,"28","22.29","-3.25"
32,"28","14.15","-4.61"
32,"34","37.17","-.7"
32,"34","36.09","-.89"
32,"34","34.96","-1.09"
32,"34","33.81","-1.29"
32,"34","32.65","-1.47"
32,"34","31.47","-1.62"
32,"34","30.32","-1.78"
32,"34","29.26","-1.92"
32,"34","28.32","-2.06"
32,"34","27.49","-2.17"
32,"34","26.75","-2.29"
32,"34","26.1","-2.38"
32,"34","25.51","-2.47"
32,"34","24.95","-2.54"
32,"34","24.4","-2.58"
32,"34","23.88","-2.68"
32,"34","23.38","-2.73"
32,"34","22.9","-2.8"
32,"34","22.46","-2.92"
32,"34","22.05","-2.96"
32,"34","21.65","-3.05"
32,"34","21.28","-3.09"
32,"34","20.9","-3.16"
32,"34","20.56","-3.25"
32,"34","20.21","-3.22"
32,"34","19.84","-3.31"
32,"34","19.5","-3.38"
32,"34","19.18","-3.43"
32,"34","18.86","-3.48"
32,"34","14.39","-4.81"
32,"38","34.59","-2.15"
32,"38","35.41","-2.1"
32,"38","32.98","-2.25"
32,"38","32.19","-2.3"
32,"38","31.41","-2.35"
32,"38","30.64","-2.39"
32,"38","29.88","-2.44"
32,"38","29.14","-2.48"
32,"38","28.42","-2.53"
32,"38","27.71","-2.57"
32,"38","27.02","-2.62"
32,"38","26.34","-2.66"
32,"38","25.69","-2.71"
32,"38","25.05","-2.75"
32,"38","24.44","-2.8"
32,"38","23.84","-2.85"
32,"38","23.27","-2.9"
32,"38","22.73","-2.95"
32,"38","22.21","-3.01"
32,"38","21.72","-3.06"
32,"38","21.25","-3.12"
32,"38","20.81","-3.18"
32,"38","20.41","-3.24"
32,"38","20.04","-3.33"
32,"38","19.73","-3.45"
32,"38","16.31","-4.54"
32,"38","43.9","-.53"
32,"38","43.04","-.82"
32,"38","42.18","-1.06"
32,"38","41.32","-1.27"
32,"38","40.46","-1.46"
32,"38","39.61","-1.63"
32,"38","38.76","-1.76"
32,"38","37.91","-1.87"
32,"38","37.07","-1.96"
32,"38","36.24","-2.03"
32,"38","33.78","-2.2"
32,"43","44.29","-.66"
32,"43","14.26","-4.8"
32,"43","41.93","-.95"
32,"43","40.73","-1.12"
32,"43","39.54","-1.3"
32,"43","38.38","-1.47"
32,"43","37.25","-1.61"
32,"43","36.18","-1.73"
32,"43","35.18","-1.85"
32,"43","34.27","-1.96"
32,"43","33.47","-2.09"
32,"43","32.78","-2.19"
32,"43","32.15","-2.26"
32,"43","31.54","-2.33"
32,"43","30.98","-2.4"
32,"43","30.44","-2.47"
32,"43","29.93","-2.53"
32,"43","29.49","-2.67"
32,"43","29.12","-2.78"
32,"43","28.79","-2.8"
32,"43","28.44","-2.82"
32,"43","28.08","-2.83"
32,"43","27.7","-2.85"
32,"43","27.31","-2.87"
32,"43","26.9","-2.89"
32,"43","26.49","-2.92"
32,"43","26.06","-2.95"
32,"43","25.63","-2.98"
32,"43","25.2","-3.01"
32,"43","24.76","-3.05"
32,"43","24.33","-3.09"
32,"43","23.9","-3.13"
32,"43","23.47","-3.18"
32,"43","23.06","-3.23"
32,"43","22.66","-3.29"
32,"43","22.28","-3.35"
32,"43","21.91","-3.41"
32,"43","43.12","-.79"
33,"19","19.36","-2.57"
33,"19","19.76","-2.5"
33,"19","18.61","-2.68"
33,"19","18.26","-2.74"
33,"19","17.91","-2.8"
33,"19","17.58","-2.86"
33,"19","17.26","-2.93"
33,"19","16.96","-2.97"
33,"19","16.66","-3.02"
33,"19","16.36","-3.07"
33,"19","16.06","-3.13"
33,"19","15.77","-3.19"
33,"19","15.49","-3.26"
33,"19","15.22","-3.33"
33,"19","14.95","-3.39"
33,"19","14.69","-3.46"
33,"19","14.43","-3.54"
33,"19","14.19","-3.63"
33,"19","13.96","-3.74"
33,"19","13.75","-3.86"
33,"19","13.55","-3.89"
33,"19","13.35","-3.96"
33,"19","13.14","-4.05"
33,"19","11.11","-4.92"
33,"19","34.78","-.94"
33,"19","33.16","-1.18"
33,"19","31.58","-1.3"
33,"19","30.06","-1.39"
33,"19","28.62","-1.47"
33,"19","27.26","-1.56"
33,"19","26.01","-1.64"
33,"19","24.89","-1.74"
33,"19","23.91","-1.85"
33,"19","23.1","-1.99"
33,"19","22.45","-2.12"
33,"19","21.92","-2.24"
33,"19","21.46","-2.33"
33,"19","21.04","-2.39"
33,"19","20.62","-2.4"
33,"19","20.19","-2.43"
33,"19","18.98","-2.62"
33,"23","13.6","-3.3"
33,"23","13.33","-3.36"
33,"23","13.07","-3.42"
33,"23","12.8","-3.49"
33,"23","9.83","-4.74"
33,"23","32.48","-.55"
33,"23","31.07","-.84"
33,"23","29.76","-1.1"
33,"23","28.58","-1.29"
33,"23","27.54","-1.43"
33,"23","26.61","-1.53"
33,"23","25.78","-1.62"
33,"23","25.06","-1.72"
33,"23","24.42","-1.83"
33,"23","23.86","-1.89"
33,"23","23.34","-1.95"
33,"23","22.84","-2.01"
33,"23","22.37","-2.07"
33,"23","21.93","-2.13"
33,"23","21.51","-2.18"
33,"23","21.1","-2.22"
33,"23","20.71","-2.26"
33,"23","20.32","-2.3"
33,"23","19.93","-2.33"
33,"23","19.56","-2.39"
33,"23","19.21","-2.44"
33,"23","18.87","-2.46"
33,"23","18.53","-2.52"
33,"23","18.22","-2.59"
33,"23","17.92","-2.62"
33,"23","17.64","-2.67"
33,"23","17.36","-2.71"
33,"23","17.09","-2.75"
33,"23","16.81","-2.78"
33,"23","16.54","-2.81"
33,"23","16.27","-2.84"
33,"23","15.98","-2.86"
33,"23","15.7","-2.92"
33,"23","15.44","-2.98"
33,"23","15.18","-3.02"
33,"23","14.92","-3.06"
33,"23","14.66","-3.11"
33,"23","14.39","-3.15"
33,"23","14.13","-3.2"
33,"23","13.86","-3.25"
33,"5","35.01","-.48"
33,"5","11.33","-4.69"
33,"5","32.41","-.97"
33,"5","31.18","-1.13"
33,"5","29.99","-1.25"
33,"5","28.87","-1.33"
33,"5","27.8","-1.41"
33,"5","26.8","-1.48"
33,"5","25.87","-1.56"
33,"5","25.03","-1.64"
33,"5","24.26","-1.72"
33,"5","23.6","-1.83"
33,"5","23.04","-1.96"
33,"5","22.58","-2.06"
33,"5","22.16","-2.12"
33,"5","21.77","-2.19"
33,"5","21.42","-2.27"
33,"5","21.1","-2.33"
33,"5","20.8","-2.37"
33,"5","20.51","-2.42"
33,"5","20.24","-2.46"
33,"5","19.97","-2.49"
33,"5","19.7","-2.52"
33,"5","19.43","-2.53"
33,"5","19.15","-2.54"
33,"5","18.85","-2.55"
33,"5","18.54","-2.54"
33,"5","18.21","-2.56"
33,"5","17.86","-2.59"
33,"5","17.5","-2.62"
33,"5","17.15","-2.71"
33,"5","16.84","-2.79"
33,"5","16.55","-2.84"
33,"5","16.26","-2.89"
33,"5","15.99","-2.94"
33,"5","15.73","-2.99"
33,"5","15.47","-3.05"
33,"5","15.22","-3.11"
33,"5","14.98","-3.17"
33,"5","14.74","-3.22"
33,"5","14.5","-3.31"
33,"5","14.27","-3.38"
33,"5","14.03","-3.44"
33,"5","13.8","-3.52"
33,"5","13.58","-3.63"
33,"5","13.36","-3.76"
33,"5","33.69","-.75"
34,"3","49.48","-.29"
34,"3","48.21","-.54"
34,"3","46.97","-.75"
34,"3","45.78","-.94"
34,"3","44.66","-1.11"
34,"3","43.68","-1.31"
34,"3","42.88","-1.48"
34,"3","42.17","-1.57"
34,"3","41.49","-1.66"
34,"3","40.83","-1.73"
34,"3","40.19","-1.8"
34,"3","39.59","-1.87"
34,"3","39","-1.93"
34,"3","38.44","-1.99"
34,"3","37.91","-2.05"
34,"3","37.39","-2.1"
34,"3","36.89","-2.16"
34,"3","36.41","-2.21"
34,"3","35.94","-2.25"
34,"3","35.49","-2.31"
34,"3","35.06","-2.38"
34,"3","34.67","-2.44"
34,"3","34.31","-2.5"
34,"3","33.95","-2.52"
34,"3","33.58","-2.55"
34,"3","33.21","-2.59"
34,"3","32.85","-2.63"
34,"3","32.48","-2.67"
34,"3","32.12","-2.71"
34,"3","31.75","-2.74"
34,"3","31.39","-2.78"
34,"3","31.03","-2.82"
34,"3","30.66","-2.85"
34,"3","30.3","-2.89"
34,"3","29.93","-2.92"
34,"3","29.56","-2.96"
34,"3","29.2","-3"
34,"3","28.84","-3.04"
34,"3","28.48","-3.07"
34,"3","28.13","-3.14"
34,"3","27.79","-3.2"
34,"3","27.47","-3.26"
34,"3","27.16","-3.31"
34,"3","26.85","-3.36"
34,"3","26.54","-3.4"
34,"3","26.24","-3.45"
34,"3","25.94","-3.49"
34,"3","25.63","-3.54"
34,"3","25.31","-3.57"
34,"3","24.99","-3.61"
34,"3","24.68","-3.69"
34,"3","24.38","-3.75"
34,"3","24.08","3.81"
34,"3","23.78","-3.88"
34,"3","20.12","-4.59"
34,"301","23.34","-3.71"
34,"301","23.69","-3.66"
34,"301","22.66","-3.8"
34,"301","22.32","-3.84"
34,"301","16.33","-4.79"
34,"301","50.63","-.53"
34,"301","49.36","-.82"
34,"301","48.17","-1.05"
34,"301","47.01","-1.22"
34,"301","45.82","-1.4"
34,"301","44.67","-1.58"
34,"301","43.6","-1.75"
34,"301","42.57","-1.86"
34,"301","41.56","-1.95"
34,"301","40.57","-2.04"
34,"301","39.61","-2.12"
34,"301","38.69","-2.2"
34,"301","37.83","-2.28"
34,"301","37.03","-2.37"
34,"301","36.31","-2.47"
34,"301","35.7","-2.58"
34,"301","35.14","-2.62"
34,"301","34.6","-2.68"
