"HS_ID","ID","WATER_CONTENT","LOG10K"
18,"73","28.74","-3.09"
18,"73","28.42","-3.13"
18,"73","28.11","-3.16"
18,"73","27.8","-3.2"
18,"73","27.5","-3.23"
18,"73","27.19","-3.26"
18,"73","17.18","-4.39"
18,"73","50.36","-.3"
18,"73","49.17","-.53"
18,"73","48.1","-.72"
18,"73","47.07","-.91"
18,"73","46.05","-1.08"
18,"73","45.06","-1.22"
18,"73","44.08","-1.34"
18,"73","43.12","-1.45"
18,"73","42.19","-1.55"
18,"73","41.28","-1.63"
18,"73","40.4","-1.71"
18,"73","39.54","-1.79"
18,"73","38.72","-1.86"
18,"73","37.93","-1.93"
18,"73","37.17","-2"
18,"73","36.45","-2.06"
18,"73","35.77","-2.13"
18,"73","35.15","-2.22"
18,"73","33.57","-2.41"
19,"27","30.23","-2.91"
19,"27","29.89","-2.93"
19,"27","29.55","-2.97"
19,"27","29.23","-3"
19,"27","28.91","-3.02"
19,"27","28.58","-3.03"
19,"27","18.96","-4.46"
19,"27","58.12","-.21"
19,"27","56.86","-.25"
19,"27","55.58","-.33"
19,"27","54.31","-.42"
19,"27","52.99","-.51"
19,"27","51.69","-.65"
19,"27","50.53","-.86"
19,"27","49.5","-1.03"
19,"27","48.52","-1.18"
19,"27","47.55","-1.31"
19,"27","46.6","-1.41"
19,"27","45.66","-1.5"
19,"27","44.75","-1.58"
19,"27","43.85","-1.64"
19,"27","42.98","-1.71"
19,"27","42.14","-1.77"
19,"27","41.32","-1.83"
19,"27","40.54","-1.89"
19,"27","39.79","-1.95"
19,"27","39.07","-2.01"
19,"27","38.39","-2.07"
19,"27","37.75","-2.13"
19,"27","37.16","-2.2"
19,"27","36.63","-2.29"
19,"27","36.17","-2.38"
19,"27","35.74","-2.43"
19,"27","35.32","-2.45"
19,"27","34.9","-2.49"
19,"27","34.49","-2.54"
19,"27","34.11","-2.59"
19,"27","33.74","-2.62"
19,"27","33.37","-2.65"
19,"27","33.01","-2.69"
19,"27","32.65","-2.72"
19,"27","32.29","-2.75"
19,"27","31.94","-2.78"
19,"27","31.6","-2.8"
19,"27","31.25","-2.83"
19,"27","30.91","-2.86"
19,"27","30.57","-2.89"
19,"60","50.37","-.44"
19,"60","20.01","-5.33"
19,"60","48.1","-.84"
19,"60","46.98","-1.02"
19,"60","45.88","-1.19"
19,"60","44.8","-1.33"
19,"60","43.77","-1.45"
19,"60","42.79","-1.55"
19,"60","41.87","-1.65"
19,"60","41.03","-1.75"
19,"60","40.28","-1.86"
19,"60","39.62","-1.96"
19,"60","39.02","-2.04"
19,"60","38.46","-2.1"
19,"60","37.92","-2.14"
19,"60","37.38","-2.19"
19,"60","36.88","-2.27"
19,"60","36.42","-2.35"
19,"60","35.98","-2.4"
19,"60","35.56","-2.44"
19,"60","35.15","-2.48"
19,"60","34.75","-2.53"
19,"60","34.36","-2.57"
19,"60","33.97","-2.6"
19,"60","33.59","-2.64"
19,"60","33.22","-2.68"
19,"60","32.85","-2.71"
19,"60","32.48","-2.74"
19,"60","32.11","-2.77"
19,"60","31.75","-2.8"
19,"60","31.39","-2.84"
19,"60","31.05","-2.88"
19,"60","30.71","-2.92"
19,"60","30.37","-2.94"
19,"60","30.03","-2.97"
19,"60","29.69","-2.99"
19,"60","29.34","-3.02"
19,"60","29","-3.04"
19,"60","28.66","-3.06"
19,"60","28.32","-3.07"
19,"60","49.24","-.64"
19,"71","36.63","-2.29"
19,"71","37.16","-2.2"
19,"71","35.74","-2.43"
19,"71","35.32","-2.45"
19,"71","34.9","-2.49"
19,"71","34.49","-2.54"
19,"71","34.11","-2.59"
19,"71","33.74","-2.62"
19,"71","33.37","-2.65"
19,"71","33.01","-2.69"
19,"71","32.65","-2.72"
19,"71","32.29","-2.75"
19,"71","31.94","-2.78"
19,"71","31.6","-2.8"
19,"71","31.25","-2.83"
19,"71","30.91","-2.86"
19,"71","30.57","-2.89"
19,"71","30.23","-2.91"
19,"71","29.89","-2.93"
19,"71","29.55","-2.97"
19,"71","29.23","-3"
19,"71","28.91","-3.02"
19,"71","28.58","-3.03"
19,"71","18.96","-4.46"
19,"71","58.12","-.21"
19,"71","56.86","-.25"
19,"71","55.58","-.33"
19,"71","54.31","-.42"
19,"71","52.99","-.51"
19,"71","51.69","-.65"
19,"71","50.53","-.86"
19,"71","49.5","-1.03"
19,"71","48.52","-1.18"
19,"71","47.55","-1.31"
19,"71","46.6","-1.41"
19,"71","45.66","-1.5"
19,"71","44.75","-1.58"
19,"71","43.85","-1.64"
19,"71","42.98","-1.71"
19,"71","42.14","-1.77"
19,"71","41.32","-1.83"
19,"71","40.54","-1.89"
19,"71","39.79","-1.95"
19,"71","39.07","-2.01"
19,"71","38.39","-2.07"
19,"71","37.75","-2.13"
19,"71","36.17","-2.38"
20,"27","48.14","-.31"
20,"27","46.88","-.57"
20,"27","45.7","-.86"
20,"27","44.75","-1.17"
20,"27","43.97","-1.35"
20,"27","43.24","-1.49"
20,"27","42.53","-1.6"
20,"27","41.84","-1.7"
20,"27","41.19","-1.78"
20,"27","40.57","-1.85"
20,"27","39.97","-1.92"
20,"27","39.39","-1.98"
20,"27","38.84","-2.04"
20,"27","38.31","-2.09"
20,"27","37.8","-2.15"
20,"27","37.3","-2.19"
20,"27","36.82","-2.24"
20,"27","36.36","-2.28"
20,"27","35.9","-2.32"
20,"27","35.44","-2.35"
20,"27","35","-2.38"
20,"27","34.58","-2.46"
20,"27","34.2","-2.51"
20,"27","33.83","-2.54"
20,"27","33.47","-2.58"
20,"27","33.12","-2.63"
20,"27","32.78","-2.69"
20,"27","32.49","-2.79"
20,"27","32.22","-2.83"
20,"27","31.95","-2.86"
20,"27","31.68","-2.88"
20,"27","31.42","-2.91"
20,"27","31.16","-2.94"
20,"27","30.89","-2.97"
20,"27","30.63","-2.99"
20,"27","30.38","-3.02"
20,"27","30.12","-3.04"
20,"27","29.87","-3.06"
20,"27","29.61","-3.09"
20,"27","19.93","-4.64"
20,"3","46.35","-.55"
20,"3","20.84","-4.71"
20,"3","43.62","-1.13"
20,"3","42.29","-1.33"
20,"3","40.99","-1.48"
20,"3","39.75","-1.59"
20,"3","38.59","-1.69"
20,"3","37.51","-1.79"
20,"3","36.54","-1.9"
20,"3","35.71","-2.02"
20,"3","35.03","-2.17"
20,"3","34.47","-2.29"
20,"3","34","-2.39"
20,"3","33.57","-2.46"
20,"3","33.16","-2.48"
20,"3","32.73","-2.52"
20,"3","32.33","-2.59"
20,"3","31.96","-2.66"
20,"3","31.6","-2.71"
20,"3","31.25","-2.75"
20,"3","30.91","-2.79"
20,"3","30.57","-2.83"
20,"3","30.24","-2.87"
20,"3","29.92","-2.91"
20,"3","29.6","-2.96"
20,"3","29.29","-3"
20,"3","28.98","-3.04"
20,"3","28.69","-3.08"
20,"3","28.4","-3.13"
20,"3","28.12","-3.18"
20,"3","27.86","-3.25"
20,"3","27.61","-3.31"
20,"3","27.37","-3.35"
20,"3","27.14","-3.39"
20,"3","26.9","-3.44"
20,"3","26.67","-3.49"
20,"3","26.45","-3.53"
20,"3","26.22","-3.57"
20,"3","26","-3.62"
20,"3","25.77","-3.66"
20,"3","25.55","-3.7"
20,"3","44.98","-.86"
20,"73","30.51","-2.57"
20,"73","30.12","-2.6"
20,"73","29.73","-2.64"
20,"73","29.36","-2.71"
20,"73","29.01","-2.77"
20,"73","28.67","-2.82"
20,"73","28.33","-2.85"
20,"73","28","-2.9"
20,"73","27.67","-2.95"
20,"73","27.34","-2.99"
20,"73","27.01","-3.03"
20,"73","26.69","-3.07"
20,"73","26.37","-3.12"
20,"73","26.04","-3.16"
20,"73","25.72","-3.2"
20,"73","25.39","-3.24"
20,"73","25.07","-3.29"
20,"73","24.74","-3.33"
20,"73","24.41","-3.37"
20,"73","24.07","-3.42"
20,"73","18.8","-4.24"
20,"73","44.8","-.34"
20,"73","43.37","-.65"
20,"73","42.04","-.91"
20,"73","40.87","-1.13"
20,"73","39.85","-1.29"
20,"73","38.93","-1.42"
20,"73","38.13","-1.57"
20,"73","37.46","-1.72"
20,"73","36.87","-1.8"
20,"73","36.3","-1.87"
20,"73","35.76","-1.94"
20,"73","35.23","-2.01"
20,"73","34.73","-2.07"
20,"73","34.25","-2.13"
20,"73","33.78","-2.19"
20,"73","33.33","-2.25"
20,"73","32.9","-2.31"
20,"73","32.48","-2.36"
20,"73","32.07","-2.41"
20,"73","31.67","-2.45"
20,"73","31.28","-2.5"
20,"73","30.9","-2.54"
21,"31","50.02","-.42"
21,"31","16.43","-4.63"
21,"31","47.69","-.98"
21,"31","46.64","-1.18"
21,"31","45.62","-1.36"
21,"31","44.62","-1.5"
21,"31","43.64","-1.62"
21,"31","42.69","-1.72"
21,"31","41.76","-1.81"
21,"31","40.86","-1.89"
21,"31","39.99","-1.96"
21,"31","39.15","-2.04"
21,"31","38.34","-2.1"
21,"31","37.56","-2.17"
21,"31","36.81","-2.23"
21,"31","36.1","-2.29"
21,"31","35.44","-2.37"
21,"31","34.85","-2.45"
21,"31","34.29","-2.51"
21,"31","33.75","-2.54"
21,"31","33.21","-2.59"
21,"31","32.74","-2.76"
21,"31","32.36","-2.81"
21,"31","31.99","-2.85"
21,"31","31.62","-2.9"
21,"31","31.26","-2.94"
21,"31","30.91","-2.98"
21,"31","30.56","-3.02"
21,"31","30.22","-3.05"
21,"31","29.88","-3.09"
21,"31","29.55","-3.12"
21,"31","29.22","-3.16"
21,"31","28.9","-3.19"
21,"31","28.58","-3.22"
21,"31","28.27","-3.25"
21,"31","27.96","-3.28"
21,"31","27.65","-3.32"
21,"31","27.35","-3.35"
21,"31","27.06","-3.38"
21,"31","26.77","-3.41"
21,"31","26.48","-3.45"
21,"31","26.19","-3.48"
21,"31","25.91","-3.51"
21,"31","25.63","-3.54"
21,"31","48.78","-.72"
21,"61","37","-2.52"
21,"61","36.51","-2.57"
21,"61","36.05","-2.64"
21,"61","35.63","-2.72"
21,"61","35.24","-2.77"
21,"61","34.86","-2.82"
21,"61","34.49","-2.86"
21,"61","34.13","-2.9"
21,"61","33.78","-2.94"
21,"61","33.43","-2.98"
21,"61","18.96","-5.01"
21,"61","50.87","-.48"
21,"61","50","-.7"
21,"61","49.13","-.88"
21,"61","48.26","-1.05"
21,"61","47.39","-1.2"
21,"61","46.51","-1.34"
21,"61","45.65","-1.47"
21,"61","44.8","-1.59"
21,"61","43.96","-1.7"
21,"61","43.15","-1.79"
21,"61","42.36","-1.88"
21,"61","41.61","-1.97"
21,"61","40.89","-2.05"
21,"61","40.22","-2.14"
21,"61","39.59","-2.22"
21,"61","39.02","-2.3"
21,"61","38.48","-2.38"
21,"61","37.98","-2.44"
21,"61","37.48","-2.49"
21,"8","47.91","-.53"
21,"8","18.33","-4.58"
21,"8","45.85","-.96"
21,"8","44.82","-1.14"
21,"8","43.77","-1.32"
21,"8","42.72","-1.49"
21,"8","41.68","-1.62"
21,"8","40.65","-1.76"
21,"8","39.66","-1.89"
21,"8","38.72","-2.02"
21,"8","37.85","-2.14"
21,"8","37.01","-2.23"
21,"8","36.25","-2.37"
21,"8","35.54","-2.41"
21,"8","34.85","-2.52"
21,"8","34.22","-2.61"
21,"8","33.64","-2.69"
21,"8","33.07","-2.72"
21,"8","32.52","-2.81"
21,"8","32.01","-2.86"
21,"8","31.5","-2.91"
21,"8","31","-2.94"
21,"8","30.51","-3"
21,"8","30.05","-3.06"
21,"8","29.59","-3.1"
21,"8","29.15","-3.19"
21,"8","28.72","-3.18"
21,"8","28.29","-3.27"
21,"8","27.89","-3.3"
21,"8","27.49","-3.36"
21,"8","27.07","-3.35"
21,"8","26.67","-3.45"
21,"8","26.3","-3.48"
21,"8","25.93","-3.52"
21,"8","25.55","-3.56"
21,"8","25.19","-3.6"
21,"8","24.83","-3.65"
21,"8","46.88","-.73"
22,"102","34.82","-2.41"
22,"102","35.31","-2.34"
22,"102","33.88","-2.55"
22,"102","33.42","-2.61"
22,"102","32.98","-2.66"
22,"102","32.54","-2.71"
22,"102","32.09","-2.76"
22,"102","31.65","-2.8"
22,"102","31.22","-2.86"
22,"102","30.8","-2.92"
22,"102","30.4","-2.97"
22,"102","30","-3.02"
22,"102","29.61","-3.07"
22,"102","29.21","-3.12"
22,"102","28.83","-3.17"
22,"102","28.44","-3.22"
22,"102","28.06","-3.26"
22,"102","27.67","-3.31"
22,"102","27.29","-3.36"
22,"102","26.91","-3.41"
22,"102","26.54","-3.47"
22,"102","26.17","-3.51"
22,"102","25.82","-3.61"
22,"102","25.51","-3.71"
22,"102","25.23","-3.74"
22,"102","24.95","-3.78"
22,"102","24.67","-3.82"
22,"102","24.39","-3.86"
22,"102","24.11","-3.9"
22,"102","23.83","-3.95"
22,"102","20.09","-5.08"
22,"102","46.5","-.43"
22,"102","45.21","-.7"
22,"102","43.97","-.94"
22,"102","42.8","-1.15"
22,"102","41.72","-1.33"
22,"102","40.74","-1.48"
22,"102","39.83","-1.61"
22,"102","39","-1.73"
22,"102","38.24","-1.83"
22,"102","37.53","-1.95"
22,"102","36.9","-2.08"
22,"102","36.34","-2.18"
22,"102","35.82","-2.26"
22,"102","34.34","-2.48"
22,"32","28.29","-3.05"
22,"32","27.99","-3.1"
22,"32","27.69","-3.14"
22,"32","27.39","-3.18"
22,"32","27.1","-3.24"
22,"32","26.82","-3.27"
22,"32","26.53","-3.3"
22,"32","26.25","-3.34"
22,"32","25.96","-3.38"
22,"32","25.67","-3.41"
22,"32","25.37","-3.45"
22,"32","25.08","-3.49"
22,"32","24.78","-3.53"
22,"32","24.48","-3.57"
22,"32","24.18","-3.62"
22,"32","18.96","-4.57"
22,"32","46.32","-.42"
22,"32","45.05","-.73"
22,"32","44.03","-.98"
22,"32","43.12","-1.12"
22,"32","42.24","-1.24"
22,"32","41.4","-1.34"
22,"32","40.59","-1.42"
22,"32","39.81","-1.51"
22,"32","39.07","-1.59"
22,"32","38.35","-1.66"
22,"32","37.68","-1.74"
22,"32","37.03","-1.81"
22,"32","36.42","-1.89"
22,"32","35.83","-1.96"
22,"32","35.28","-2.03"
22,"32","34.75","-2.1"
22,"32","34.27","-2.19"
22,"32","33.84","-2.3"
22,"32","33.45","-2.37"
22,"32","33.06","-2.4"
22,"32","32.67","-2.45"
22,"32","32.3","-2.52"
22,"32","31.94","-2.58"
22,"32","31.59","-2.62"
22,"32","31.24","-2.67"
22,"32","30.9","-2.71"
22,"32","30.56","-2.76"
22,"32","30.23","-2.8"
22,"32","29.9","-2.84"
22,"32","29.57","-2.88"
22,"32","29.25","-2.92"
22,"32","28.93","-2.96"
22,"32","28.61","-3"
22,"8","46.81","-.41"
22,"8","17.78","-4.6"
22,"8","44.72","-.87"
22,"8","43.76","-1.01"
22,"8","42.83","-1.12"
22,"8","41.93","-1.22"
22,"8","41.07","-1.32"
22,"8","40.24","-1.4"
22,"8","39.45","-1.49"
22,"8","38.69","-1.57"
22,"8","37.97","-1.65"
22,"8","37.28","-1.73"
22,"8","36.62","-1.81"
22,"8","35.99","-1.88"
22,"8","35.4","-1.96"
22,"8","34.87","-2.09"
22,"8","34.4","-2.16"
22,"8","33.93","-2.21"
22,"8","33.49","-2.29"
22,"8","33.09","-2.41"
22,"8","32.74","-2.5"
22,"8","32.41","-2.55"
22,"8","32.09","-2.6"
22,"8","31.77","-2.65"
22,"8","31.45","-2.69"
22,"8","31.14","-2.73"
22,"8","30.83","-2.77"
22,"8","30.52","-2.81"
22,"8","30.22","-2.85"
22,"8","29.92","-2.89"
22,"8","29.62","-2.93"
22,"8","29.33","-2.97"
22,"8","29.03","-3"
22,"8","28.74","-3.04"
22,"8","28.46","-3.07"
22,"8","28.17","-3.1"
22,"8","27.89","-3.13"
22,"8","27.61","-3.17"
22,"8","27.33","-3.2"
22,"8","27.05","-3.23"
22,"8","26.77","-3.26"
22,"8","26.5","-3.29"
22,"8","26.22","-3.32"
22,"8","25.94","-3.35"
22,"8","25.66","-3.38"
22,"8","25.37","-3.41"
22,"8","25.09","-3.43"
22,"8","24.8","-3.46"
22,"8","24.5","-3.5"
22,"8","45.72","-.69"
23,"19","37.4","-.52"
23,"19","17.49","-4.77"
23,"19","35.68","-.95"
23,"19","34.84","-1.15"
23,"19","34.03","-1.36"
23,"19","33.24","-1.56"
23,"19","32.49","-1.74"
23,"19","31.78","-1.89"
23,"19","31.11","-2.02"
23,"19","30.49","-2.15"
23,"19","29.94","-2.27"
23,"19","29.45","-2.4"
23,"19","29.02","-2.5"
23,"19","28.61","-2.58"
23,"19","28.23","-2.65"
23,"19","27.86","-2.74"
23,"19","27.52","-2.82"
23,"19","27.21","-2.88"
23,"19","26.9","-2.94"
23,"19","26.6","-2.99"
23,"19","26.3","-3.04"
23,"19","26.01","-3.09"
23,"19","25.73","-3.13"
23,"19","25.45","-3.17"
23,"19","25.19","-3.21"
23,"19","24.92","-3.25"
23,"19","24.66","-3.29"
23,"19","24.41","-3.33"
23,"19","24.17","-3.38"
23,"19","23.93","-3.42"
23,"19","23.71","-3.48"
23,"19","23.5","-3.53"
23,"19","23.3","-3.57"
23,"19","23.1","-3.6"
23,"19","22.9","-3.63"
23,"19","36.53","-.74"
23,"61","22.21","-3.32"
23,"61","21.95","-3.35"
23,"61","21.71","-3.41"
23,"61","21.47","-3.46"
23,"61","21.25","-3.5"
23,"61","21.03","-3.55"
23,"61","20.81","-3.59"
23,"61","20.6","-3.62"
23,"61","20.38","-3.66"
23,"61","20.17","-3.7"
23,"61","16.53","-4.6"
23,"61","36.37","-.63"
23,"61","35.29","-.88"
23,"61","34.24","-1.13"
23,"61","33.22","-1.35"
23,"61","32.25","-1.57"
23,"61","31.35","-1.75"
23,"61","30.51","-1.9"
23,"61","29.76","-2.04"
23,"61","29.11","-2.19"
23,"61","28.55","-2.31"
23,"61","28.06","-2.42"
23,"61","27.62","-2.52"
23,"61","27.21","-2.59"
23,"61","26.83","-2.66"
23,"61","26.47","-2.72"
23,"61","26.11","-2.77"
23,"61","25.76","-2.82"
23,"61","25.43","-2.87"
23,"61","25.1","-2.92"
23,"61","24.78","-2.96"
23,"61","24.47","-3"
23,"61","24.17","-3.04"
23,"61","23.87","-3.08"
23,"61","23.58","-3.12"
23,"61","23.29","-3.15"
23,"61","23.01","-3.18"
23,"61","22.73","-3.24"
23,"61","22.47","-3.29"
23,"73","37.03","-.68"
23,"73","18.05","-4.72"
23,"73","35.38","-1.08"
23,"73","34.53","-1.28"
23,"73","33.67","-1.47"
23,"73","32.81","-1.66"
23,"73","31.97","-1.85"
23,"73","31.15","-2.03"
23,"73","30.36","-2.2"
23,"73","29.63","-2.35"
23,"73","28.97","-2.49"
23,"73","28.38","-2.64"
23,"73","27.89","-2.78"
23,"73","27.46","-2.85"
23,"73","27.04","-2.92"
23,"73","26.65","-3.01"
23,"73","26.29","-3.08"
23,"73","25.95","-3.14"
23,"73","25.63","-3.19"
23,"73","25.31","-3.24"
23,"73","25","-3.28"
23,"73","24.69","-3.31"
23,"73","24.38","-3.34"
23,"73","24.08","-3.39"
23,"73","23.85","-3.66"
23,"73","23.68","-3.63"
23,"73","23.48","-3.63"
23,"73","23.28","-3.63"
23,"73","23.07","-3.64"
23,"73","22.85","-3.65"
23,"73","36.21","-.89"
24,"141","45.26","-.68"
24,"141","17.3","-4.69"
24,"141","43.26","-.93"
24,"141","42.24","-1.05"
24,"141","41.18","-1.16"
24,"141","40.1","-1.3"
24,"141","39.01","-1.45"
24,"141","37.93","-1.62"
24,"141","36.87","-1.78"
24,"141","35.85","-1.92"
24,"141","34.88","-2.06"
24,"141","33.99","-2.19"
24,"141","33.19","-2.31"
24,"141","32.46","-2.4"
24,"141","31.79","-2.49"
24,"141","31.19","-2.6"
24,"141","30.64","-2.67"
24,"141","30.11","-2.74"
24,"141","29.61","-2.8"
24,"141","29.13","-2.86"
24,"141","28.67","-2.92"
24,"141","28.24","-2.99"
24,"141","27.85","-3.11"
24,"141","27.53","-3.23"
24,"141","27.24","-3.26"
24,"141","26.94","-3.27"
24,"141","26.62","-3.28"
24,"141","26.29","-3.29"
24,"141","25.94","-3.31"
24,"141","25.58","-3.33"
24,"141","25.21","-3.35"
24,"141","24.82","-3.38"
24,"141","24.43","-3.41"
24,"141","24.03","-3.45"
24,"141","23.63","-3.49"
24,"141","23.22","-3.53"
24,"141","22.82","-3.57"
24,"141","22.42","-3.62"
24,"141","44.27","-.81"
24,"20","48.21","-.34"
24,"20","19.51","-4.5"
24,"20","45.91","-.67"
24,"20","44.95","-.8"
24,"20","44.06","-.84"
24,"20","43.2","-.93"
24,"20","42.36","-1.02"
24,"20","41.54","-1.1"
24,"20","40.74","-1.21"
24,"20","39.97","-1.33"
24,"20","39.23","-1.47"
24,"20","38.51","-1.61"
24,"20","37.81","-1.75"
24,"20","37.14","-1.89"
24,"20","36.49","-2.01"
24,"20","35.87","-2.11"
24,"20","35.31","-2.21"
24,"20","34.79","-2.26"
24,"20","34.22","-2.24"
24,"20","33.56","-2.26"
24,"20","32.88","-2.36"
24,"20","32.29","-2.52"
24,"20","31.79","-2.6"
24,"20","31.31","-2.67"
24,"20","30.85","-2.73"
24,"20","30.42","-2.8"
24,"20","30","-2.86"
24,"20","29.6","-2.91"
24,"20","29.23","-2.97"
24,"20","28.86","-3.02"
24,"20","28.51","-3.07"
24,"20","28.18","-3.13"
24,"20","27.87","-3.2"
24,"20","27.59","-3.26"
24,"20","27.32","-3.32"
24,"20","27.07","-3.36"
24,"20","26.82","-3.4"
24,"20","26.57","-3.44"
24,"20","26.33","-3.48"
24,"20","26.09","-3.53"
24,"20","25.86","-3.57"
24,"20","25.63","-3.61"
24,"20","25.41","-3.65"
24,"20","25.19","-3.69"
24,"20","24.97","-3.74"
24,"20","24.75","-3.78"
24,"20","24.54","-3.82"
24,"20","47.01","-.47"
24,"46","28.92","-2.68"
24,"46","28.47","-2.74"
24,"46","28.04","-2.8"
24,"46","27.63","-2.85"
24,"46","27.23","-2.9"
24,"46","26.84","-2.95"
24,"46","26.46","-2.99"
24,"46","26.09","-3.03"
24,"46","25.72","-3.07"
24,"46","25.35","-3.1"
24,"46","24.99","-3.14"
24,"46","24.63","-3.2"
24,"46","24.3","-3.24"
24,"46","23.96","-3.26"
24,"46","23.61","-3.29"
24,"46","17.59","-4.5"
24,"46","41.73","-.35"
24,"46","40.64","-.7"
24,"46","39.57","-.93"
24,"46","38.52","-1.11"
24,"46","37.5","-1.29"
24,"46","36.51","-1.49"
24,"46","35.58","-1.7"
24,"46","34.69","-1.88"
24,"46","33.85","-2.01"
24,"46","33.04","-2.11"
24,"46","32.28","-2.2"
24,"46","31.58","-2.29"
24,"46","30.95","-2.4"
24,"46","30.39","-2.49"
24,"46","29.88","-2.56"
24,"46","29.39","-2.62"
25,"20","45.5","-.45"
25,"20","15.22","-4.48"
25,"20","43.52","-.82"
25,"20","42.56","-.98"
25,"20","41.61","-1.1"
25,"20","40.68","-1.19"
25,"20","39.79","-1.27"
25,"20","38.93","-1.35"
25,"20","38.12","-1.43"
25,"20","37.35","-1.51"
25,"20","36.65","-1.6"
25,"20","36","-1.7"
25,"20","35.44","-1.8"
25,"20","34.95","-1.92"
25,"20","34.53","-2.01"
25,"20","34.15","-2.07"
25,"20","33.77","-2.08"
25,"20","33.36","-2.09"
25,"20","32.93","-2.13"
25,"20","32.5","-2.18"
25,"20","32.06","-2.22"
25,"20","31.61","-2.26"
25,"20","31.16","-2.31"
25,"20","30.71","-2.35"
25,"20","30.25","-2.4"
25,"20","29.8","-2.44"
25,"20","29.34","-2.49"
25,"20","28.89","-2.54"
25,"20","28.45","-2.59"
25,"20","28.02","-2.64"
25,"20","27.59","-2.67"
25,"20","27.15","-2.71"
25,"20","26.74","-2.78"
25,"20","26.34","-2.83"
25,"20","25.95","-2.87"
25,"20","25.56","-2.91"
25,"20","25.18","-2.95"
25,"20","24.8","-2.99"
25,"20","24.42","-3.02"
25,"20","24.03","-3.06"
25,"20","23.64","-3.09"
25,"20","23.23","-3.12"
25,"20","22.83","-3.18"
25,"20","22.44","-3.24"
25,"20","22.06","-3.28"
25,"20","21.67","-3.34"
25,"20","21.29","-3.4"
25,"20","20.89","-3.46"
25,"20","20.5","-3.53"
25,"20","44.51","-.64"
25,"28","33.83","-2.23"
25,"28","33.23","-2.3"
25,"28","32.66","-2.36"
25,"28","32.1","-2.42"
25,"28","31.56","-2.48"
25,"28","31.03","-2.53"
25,"28","30.52","-2.59"
25,"28","30.02","-2.64"
25,"28","29.52","-2.69"
25,"28","29.04","-2.75"
25,"28","28.6","-2.84"
25,"28","28.2","-2.92"
25,"28","27.82","-2.98"
25,"28","27.44","-3.02"
25,"28","27.06","-3.03"
25,"28","26.66","-3.07"
25,"28","26.26","-3.13"
25,"28","25.88","-3.18"
25,"28","25.5","-3.23"
25,"28","25.13","-3.28"
25,"28","24.76","-3.33"
25,"28","24.4","-3.39"
25,"28","24.06","-3.45"
25,"28","23.73","-3.51"
25,"28","23.41","-3.56"
25,"28","23.08","-3.59"
25,"28","22.75","-3.62"
25,"28","22.41","-3.67"
25,"28","22.08","-3.73"
25,"28","21.75","-3.79"
25,"28","21.43","-3.85"
25,"28","21.12","-3.91"
25,"28","20.82","-3.98"
25,"28","17.38","-4.87"
25,"28","44.64","-.64"
25,"28","43.62","-.98"
25,"28","42.73","-1.18"
25,"28","41.86","-1.33"
25,"28","41.02","-1.44"
25,"28","40.19","-1.54"
25,"28","39.39","-1.63"
25,"28","38.61","-1.72"
25,"28","37.86","-1.8"
25,"28","37.13","-1.88"
25,"28","36.42","-1.96"
25,"28","35.74","-2.03"
25,"28","35.08","-2.11"
25,"28","34.44","-2.17"
25,"73","30.84","-2.87"
25,"73","31.13","-2.83"
25,"73","30.26","-2.94"
25,"73","29.97","-2.98"
25,"73","29.68","-3.01"
25,"73","29.39","-3.04"
25,"73","29.1","-3.08"
25,"73","28.82","-3.11"
25,"73","28.53","-3.15"
25,"73","28.25","-3.18"
25,"73","27.96","-3.21"
25,"73","27.68","-3.24"
25,"73","27.4","-3.28"
25,"73","27.12","-3.31"
25,"73","26.84","-3.34"
25,"73","26.56","-3.37"
25,"73","26.27","-3.4"
25,"73","25.99","-3.43"
25,"73","25.71","-3.45"
25,"73","25.43","-3.47"
25,"73","25.14","-3.49"
25,"73","18.39","-4.46"
25,"73","47.07","-.53"
25,"73","45.99","-.79"
25,"73","45.03","-.96"
25,"73","44.1","-1.09"
25,"73","43.21","-1.21"
25,"73","42.36","-1.31"
25,"73","41.56","-1.41"
25,"73","40.8","-1.49"
25,"73","40.07","-1.57"
25,"73","39.39","-1.65"
25,"73","38.75","-1.73"
25,"73","38.15","-1.81"
25,"73","37.62","-1.92"
25,"73","37.15","-2.01"
25,"73","36.69","-2.04"
25,"73","36.24","-2.09"
25,"73","35.8","-2.16"
25,"73","35.39","-2.23"
25,"73","34.99","-2.29"
25,"73","34.61","-2.34"
25,"73","34.23","-2.39"
25,"73","33.86","-2.44"
25,"73","33.49","-2.49"
25,"73","33.13","-2.53"
25,"73","32.78","-2.58"
25,"73","32.43","-2.62"
25,"73","32.08","-2.66"
25,"73","31.75","-2.72"
25,"73","31.43","-2.78"
25,"73","30.55","-2.9"
26,"28","42.72","-.56"
26,"28","16.42","-4.57"
26,"28","40.56","-.93"
26,"28","39.52","-1.13"
26,"28","38.49","-1.32"
26,"28","37.51","-1.47"
26,"28","36.55","-1.6"
26,"28","35.65","-1.71"
26,"28","34.79","-1.81"
26,"28","33.99","-1.91"
26,"28","33.26","-2.02"
26,"28","32.61","-2.13"
26,"28","32.03","-2.21"
26,"28","31.48","-2.27"
26,"28","30.96","-2.35"
26,"28","30.47","-2.44"
26,"28","30.02","-2.5"
26,"28","29.59","-2.55"
26,"28","29.16","-2.6"
26,"28","28.75","-2.65"
26,"28","28.34","-2.7"
