"HS_ID","ID","PF","LOG10K"
28,"28","2.831","-3.45"
28,"28","2.855","-3.49"
28,"3","2.002","-.47"
28,"3","2.054","-.84"
28,"3","2.105","-1.12"
28,"3","2.154","-1.34"
28,"3","2.199","-1.52"
28,"3","2.24","-1.66"
28,"3","2.276","-1.77"
28,"3","2.308","-1.88"
28,"3","2.338","-1.97"
28,"3","2.365","-2.07"
28,"3","2.392","-2.16"
28,"3","2.419","-2.25"
28,"3","2.445","-2.35"
28,"3","2.468","-2.48"
28,"3","2.491","-2.59"
28,"3","2.513","-2.64"
28,"3","2.535","-2.68"
28,"3","2.557","-2.74"
28,"3","2.579","-2.81"
28,"3","2.601","-2.89"
28,"3","2.623","-2.94"
28,"3","2.646","-2.99"
28,"3","2.668","-3.05"
28,"3","2.69","-3.1"
28,"3","2.71","-3.14"
28,"3","2.73","-3.19"
28,"3","2.749","-3.24"
28,"3","2.768","-3.29"
28,"3","2.788","-3.33"
28,"3","2.809","-3.38"
28,"3","2.827","-3.44"
28,"3","2.844","-3.49"
28,"3","2.863","-3.54"
28,"3","2.883","-3.59"
28,"3","2.904","-3.63"
28,"3","2.926","-3.67"
28,"3","2.948","-3.71"
28,"3","2.973","-3.76"
28,"3","2.997","-3.8"
28,"3","3.02","-3.84"
28,"3","3.444","-4.66"
28,"36","1.936","-.25"
28,"36","3.436","-4.29"
28,"36","2.027","-.68"
28,"36","2.077","-.9"
28,"36","2.128","-1.06"
28,"36","2.176","-1.26"
28,"36","2.217","-1.57"
28,"36","2.254","-1.68"
28,"36","2.288","-1.78"
28,"36","2.322","-1.88"
28,"36","2.353","-1.97"
28,"36","2.381","-2.06"
28,"36","2.406","-2.14"
28,"36","2.428","-2.23"
28,"36","2.454","-2.3"
28,"36","2.479","-2.36"
28,"36","2.502","-2.43"
28,"36","2.524","-2.49"
28,"36","2.545","-2.55"
28,"36","2.566","-2.6"
28,"36","2.587","-2.66"
28,"36","2.608","-2.7"
28,"36","2.627","-2.74"
28,"36","2.647","-2.78"
28,"36","2.665","-2.81"
28,"36","2.683","-2.83"
28,"36","2.699","-2.84"
28,"36","2.712","-2.85"
28,"36","2.726","-2.9"
28,"36","2.741","-2.95"
28,"36","2.756","-2.98"
28,"36","2.771","-3.01"
28,"36","1.979","-.47"
29,"46","1.984","-.38"
29,"46","3.459","-4.59"
29,"46","2.073","-.8"
29,"46","2.118","-.93"
29,"46","2.163","-1.07"
29,"46","2.207","-1.2"
29,"46","2.251","-1.33"
29,"46","2.293","-1.45"
29,"46","2.334","-1.58"
29,"46","2.372","-1.69"
29,"46","2.407","-1.8"
29,"46","2.439","-1.89"
29,"46","2.466","-1.98"
29,"46","2.491","-2.06"
29,"46","2.513","-2.13"
29,"46","2.535","-2.22"
29,"46","2.555","-2.31"
29,"46","2.572","-2.42"
29,"46","2.589","-2.51"
29,"46","2.604","-2.55"
29,"46","2.619","-2.56"
29,"46","2.632","-2.6"
29,"46","2.646","-2.64"
29,"46","2.661","-2.69"
29,"46","2.675","-2.72"
29,"46","2.689","-2.75"
29,"46","2.703","-2.78"
29,"46","2.716","-2.81"
29,"46","2.729","-2.84"
29,"46","2.741","-2.86"
29,"46","2.752","-2.89"
29,"46","2.763","-2.91"
29,"46","2.773","-2.93"
29,"46","2.028","-.63"
29,"71","2.823","-3"
29,"71","2.84","-3.05"
29,"71","2.856","-3.1"
29,"71","2.871","-3.15"
29,"71","2.885","-3.19"
29,"71","2.899","-3.24"
29,"71","2.913","-3.27"
29,"71","3.497","-4.52"
29,"71","1.898","-.24"
29,"71","1.944","-.37"
29,"71","1.995","-.53"
29,"71","2.051","-.71"
29,"71","2.114","-.89"
29,"71","2.181","-1.09"
29,"71","2.25","-1.48"
29,"71","2.315","-1.67"
29,"71","2.374","-1.81"
29,"71","2.425","-1.91"
29,"71","2.466","-1.99"
29,"71","2.499","-2.07"
29,"71","2.528","-2.13"
29,"71","2.554","-2.19"
29,"71","2.577","-2.25"
29,"71","2.599","-2.3"
29,"71","2.619","-2.35"
29,"71","2.638","-2.4"
29,"71","2.656","-2.45"
29,"71","2.673","-2.5"
29,"71","2.69","-2.54"
29,"71","2.706","-2.58"
29,"71","2.72","-2.62"
29,"71","2.734","-2.66"
29,"71","2.748","-2.69"
29,"71","2.759","-2.71"
29,"71","2.768","-2.75"
29,"71","2.779","-2.83"
29,"71","2.791","-2.89"
29,"71","2.806","-2.94"
30,"101","2.604","-3"
30,"101","2.626","-3.05"
30,"101","2.646","-3.24"
30,"101","2.664","-3.29"
30,"101","2.681","-3.3"
30,"101","2.699","-3.31"
30,"101","2.719","-3.32"
30,"101","2.737","-3.33"
30,"101","2.755","-3.35"
30,"101","2.776","-3.37"
30,"101","2.798","-3.4"
30,"101","2.82","-3.43"
30,"101","2.838","-3.46"
30,"101","2.857","-3.5"
30,"101","3.417","-4.8"
30,"101","2.001","-.71"
30,"101","2.05","-.98"
30,"101","2.102","-1.24"
30,"101","2.155","-1.48"
30,"101","2.207","-1.69"
30,"101","2.254","-1.88"
30,"101","2.296","-2.04"
30,"101","2.333","-2.21"
30,"101","2.365","-2.38"
30,"101","2.396","-2.46"
30,"101","2.425","-2.53"
30,"101","2.453","-2.64"
30,"101","2.481","-2.71"
30,"101","2.508","-2.78"
30,"101","2.533","-2.84"
30,"101","2.558","-2.9"
30,"101","2.582","-2.95"
30,"3","3.42","-4.81"
30,"3","2.022","-.84"
30,"3","2.756","-3.12"
30,"3","2.736","-3.03"
30,"3","2.717","-2.94"
30,"3","2.697","-2.86"
30,"3","2.675","-2.79"
30,"3","2.653","-2.71"
30,"3","2.629","-2.65"
30,"3","2.604","-2.58"
30,"3","2.578","-2.51"
30,"3","2.551","-2.45"
30,"3","2.524","-2.39"
30,"3","2.494","-2.32"
30,"3","2.463","-2.25"
30,"3","2.429","-2.18"
30,"3","2.391","-2.11"
30,"3","2.347","-2.02"
30,"3","2.293","-1.9"
30,"3","2.229","-1.73"
30,"3","2.157","-1.48"
30,"3","2.087","-1.17"
30,"3","2.776","-3.22"
30,"73","2.651","-2.9"
30,"73","2.668","-2.94"
30,"73","2.684","-2.98"
30,"73","2.701","-3.01"
30,"73","2.716","-3.04"
30,"73","2.729","-3.07"
30,"73","2.742","-3.09"
30,"73","2.635","-2.86"
30,"73","2.617","-2.82"
30,"73","2.599","-2.77"
30,"73","2.579","-2.72"
30,"73","2.559","-2.68"
30,"73","2.539","-2.63"
30,"73","2.521","-2.59"
30,"73","2.502","-2.53"
30,"73","2.481","-2.46"
30,"73","2.461","-2.37"
30,"73","2.439","-2.27"
30,"73","2.415","-2.17"
30,"73","2.39","-2.06"
30,"73","2.363","-1.95"
30,"73","2.334","-1.85"
30,"73","1.988","-.5"
30,"73","2.301","-1.75"
30,"73","2.263","-1.63"
30,"73","2.22","-1.49"
30,"73","2.173","-1.32"
30,"73","2.124","-1.13"
30,"73","3.389","-4.56"
30,"73","2.031","-.72"
30,"73","2.076","-.93"
31,"112","1.972","-.77"
31,"112","3.525","-4.69"
31,"112","2.065","-1.14"
31,"112","2.115","-1.3"
31,"112","2.168","-1.47"
31,"112","2.222","-1.62"
31,"112","2.276","-1.77"
31,"112","2.329","-1.91"
31,"112","2.379","-2.05"
31,"112","2.426","-2.18"
31,"112","2.47","-2.31"
31,"112","2.508","-2.43"
31,"112","2.541","-2.52"
31,"112","2.571","-2.59"
31,"112","2.6","-2.67"
31,"112","2.626","-2.77"
31,"112","2.652","-2.84"
31,"112","2.676","-2.9"
31,"112","2.699","-2.96"
31,"112","2.721","-3.01"
31,"112","2.742","-3.06"
31,"112","2.762","-3.1"
31,"112","2.781","-3.13"
31,"112","2.8","-3.17"
31,"112","2.016","-.96"
31,"23","2.039","-.85"
31,"23","3.521","-4.8"
31,"23","2.141","-1.25"
31,"23","2.195","-1.41"
31,"23","2.253","-1.59"
31,"23","2.312","-1.76"
31,"23","2.371","-1.92"
31,"23","2.427","-2.09"
31,"23","2.479","-2.24"
31,"23","2.525","-2.39"
31,"23","2.565","-2.56"
31,"23","2.599","-2.62"
31,"23","2.631","-2.71"
31,"23","2.662","-2.84"
31,"23","2.69","-2.93"
31,"23","2.718","-2.99"
31,"23","2.746","-3.08"
31,"23","2.773","-3.13"
31,"23","2.799","-3.23"
31,"23","2.089","-1.06"
31,"8","1.911","-.22"
31,"8","1.953","-.4"
31,"8","1.998","-.57"
31,"8","2.047","-.74"
31,"8","2.098","-.89"
31,"8","2.151","-1.04"
31,"8","2.205","-1.2"
31,"8","2.258","-1.35"
31,"8","2.307","-1.46"
31,"8","2.351","-1.58"
31,"8","2.389","-1.87"
31,"8","2.421","-1.97"
31,"8","2.449","-2.04"
31,"8","2.478","-2.1"
31,"8","2.504","-2.16"
31,"8","2.527","-2.22"
31,"8","2.549","-2.28"
31,"8","2.568","-2.33"
31,"8","2.587","-2.38"
31,"8","2.604","-2.43"
31,"8","2.621","-2.48"
31,"8","2.637","-2.53"
31,"8","2.652","-2.57"
31,"8","2.666","-2.61"
31,"8","2.68","-2.65"
31,"8","2.693","-2.68"
31,"8","2.707","-2.72"
31,"8","2.719","-2.74"
31,"8","2.731","-2.76"
31,"8","2.741","-2.78"
31,"8","2.751","-2.79"
31,"8","2.761","-2.79"
31,"8","3.457","-4.41"
31,"91","2.465","-2.2"
31,"91","2.512","-2.34"
31,"91","2.554","-2.5"
31,"91","2.591","-2.6"
31,"91","2.624","-2.69"
31,"91","2.655","-2.76"
31,"91","2.684","-2.78"
31,"91","2.713","-2.85"
31,"91","2.74","-2.92"
31,"91","2.765","-3.05"
31,"91","2.79","-3.1"
31,"91","2.815","-3.19"
31,"91","2.838","-3.26"
31,"91","2.861","-3.29"
31,"91","2.883","-3.36"
31,"91","2.906","-3.38"
31,"91","2.93","-3.42"
31,"91","3.537","-4.78"
31,"91","1.936","-.82"
31,"91","1.981","-.94"
31,"91","2.027","-1.07"
31,"91","2.067","-1.24"
31,"91","2.106","-1.32"
31,"91","2.147","-1.47"
31,"91","2.191","-1.58"
31,"91","2.24","-1.71"
31,"91","2.293","-1.82"
31,"91","2.351","-1.92"
31,"91","2.411","-2.07"
32,"20","1.981","-.84"
32,"20","3.486","-4.72"
32,"20","2.088","-1.32"
32,"20","2.137","-1.48"
32,"20","2.179","-1.6"
32,"20","2.214","-1.69"
32,"20","2.244","-1.76"
32,"20","2.271","-1.83"
32,"20","2.296","-1.9"
32,"20","2.32","-1.97"
32,"20","2.344","-2.05"
32,"20","2.367","-2.12"
32,"20","2.389","-2.2"
32,"20","2.411","-2.28"
32,"20","2.432","-2.36"
32,"20","2.451","-2.44"
32,"20","2.469","-2.53"
32,"20","2.488","-2.64"
32,"20","2.508","-2.74"
32,"20","2.528","-2.82"
32,"20","2.548","-2.88"
32,"20","2.568","-2.91"
32,"20","2.585","-2.93"
32,"20","2.601","-2.97"
32,"20","2.62","-3.04"
32,"20","2.638","-3.09"
32,"20","2.656","-3.14"
32,"20","2.675","-3.18"
32,"20","2.694","-3.23"
32,"20","2.713","-3.28"
32,"20","2.731","-3.34"
32,"20","2.747","-3.4"
32,"20","2.764","-3.44"
32,"20","2.781","-3.46"
32,"20","2.799","-3.5"
32,"20","2.819","-3.54"
32,"20","2.84","-3.58"
32,"20","2.859","-3.62"
32,"20","2.876","-3.67"
32,"20","2.895","-3.72"
32,"20","2.034","-1.11"
32,"28","2.189","-1.58"
32,"28","2.217","-1.66"
32,"28","2.241","-1.73"
32,"28","2.263","-1.79"
32,"28","2.283","-1.86"
32,"28","2.301","-1.93"
32,"28","2.317","-2.01"
32,"28","2.333","-2.1"
32,"28","2.348","-2.2"
32,"28","2.363","-2.28"
32,"28","2.377","-2.35"
32,"28","2.391","-2.39"
32,"28","2.403","-2.41"
32,"28","2.417","-2.45"
32,"28","2.432","-2.5"
32,"28","2.447","-2.55"
32,"28","2.461","-2.59"
32,"28","2.475","-2.62"
32,"28","2.489","-2.65"
32,"28","2.502","-2.68"
32,"28","2.516","-2.7"
32,"28","2.529","-2.72"
32,"28","2.543","-2.73"
32,"28","2.556","-2.73"
32,"28","2.568","-2.74"
32,"28","2.58","-2.86"
32,"28","2.593","-2.95"
32,"28","2.606","-2.94"
32,"28","2.619","-2.96"
32,"28","2.632","-3.02"
32,"28","2.646","-3.07"
32,"28","2.66","-3.1"
32,"28","2.674","-3.14"
32,"28","2.688","-3.18"
32,"28","2.702","-3.2"
32,"28","2.715","-3.23"
32,"28","2.728","-3.25"
32,"28","3.415","-4.61"
32,"28","1.863","-.35"
32,"28","1.906","-.6"
32,"28","1.95","-.78"
32,"28","1.994","-.95"
32,"28","2.037","-1.11"
32,"28","2.08","-1.25"
32,"28","2.121","-1.38"
32,"28","2.157","-1.49"
32,"34","2.756","-3.25"
32,"34","2.777","-3.22"
32,"34","2.799","-3.31"
32,"34","2.821","-3.38"
32,"34","2.844","-3.43"
32,"34","2.866","-3.48"
32,"34","3.446","-4.81"
32,"34","1.99","-.7"
32,"34","2.041","-.89"
32,"34","2.096","-1.09"
32,"34","2.152","-1.29"
32,"34","2.21","-1.47"
32,"34","2.266","-1.62"
32,"34","2.317","-1.78"
32,"34","2.362","-1.92"
32,"34","2.4","-2.06"
32,"34","2.433","-2.17"
32,"34","2.462","-2.29"
32,"34","2.489","-2.38"
32,"34","2.514","-2.47"
32,"34","2.536","-2.54"
32,"34","2.559","-2.58"
32,"34","2.582","-2.68"
32,"34","2.604","-2.73"
32,"34","2.628","-2.8"
32,"34","2.652","-2.92"
32,"34","2.674","-2.96"
32,"34","2.696","-3.05"
32,"34","2.717","-3.09"
32,"34","2.737","-3.16"
32,"38","1.946","-.53"
32,"38","3.336","-4.54"
32,"38","2.045","-1.06"
32,"38","2.098","-1.27"
32,"38","2.152","-1.46"
32,"38","2.204","-1.63"
32,"38","2.253","-1.76"
32,"38","2.297","-1.87"
32,"38","2.335","-1.96"
32,"38","2.369","-2.03"
32,"38","2.399","-2.1"
32,"38","2.425","-2.15"
32,"38","2.45","-2.2"
32,"38","2.474","-2.25"
32,"38","2.495","-2.3"
32,"38","2.516","-2.35"
32,"38","2.536","-2.39"
32,"38","2.555","-2.44"
32,"38","2.573","-2.48"
32,"38","2.591","-2.53"
32,"38","2.608","-2.57"
32,"38","2.625","-2.62"
32,"38","2.642","-2.66"
32,"38","2.658","-2.71"
32,"38","2.675","-2.75"
32,"38","2.691","-2.8"
32,"38","2.707","-2.85"
32,"38","2.723","-2.9"
32,"38","2.739","-2.95"
32,"38","2.755","-3.01"
32,"38","2.771","-3.06"
32,"38","2.785","-3.12"
32,"38","2.8","-3.18"
32,"38","2.815","-3.24"
32,"38","2.83","-3.33"
32,"38","2.846","-3.45"
32,"38","1.994","-.82"
32,"43","1.898","-.66"
32,"43","3.526","-4.8"
32,"43","1.989","-.95"
32,"43","2.038","-1.12"
32,"43","2.087","-1.3"
32,"43","2.135","-1.47"
32,"43","2.179","-1.61"
32,"43","2.218","-1.73"
32,"43","2.252","-1.85"
32,"43","2.282","-1.96"
32,"43","2.31","-2.09"
32,"43","2.336","-2.19"
32,"43","2.362","-2.26"
32,"43","2.386","-2.33"
32,"43","2.409","-2.4"
32,"43","2.43","-2.47"
32,"43","2.451","-2.53"
32,"43","2.47","-2.67"
32,"43","2.488","-2.78"
32,"43","2.505","-2.8"
32,"43","2.522","-2.82"
32,"43","2.539","-2.83"
32,"43","2.557","-2.85"
32,"43","2.574","-2.87"
32,"43","2.593","-2.89"
32,"43","2.612","-2.92"
32,"43","2.631","-2.95"
32,"43","2.648","-2.98"
32,"43","2.667","-3.01"
32,"43","2.686","-3.05"
32,"43","2.706","-3.09"
32,"43","2.725","-3.13"
32,"43","2.744","-3.18"
32,"43","2.764","-3.23"
32,"43","2.785","-3.29"
32,"43","2.805","-3.35"
32,"43","2.825","-3.41"
32,"43","1.943","-.79"
33,"19","2.511","-2.57"
33,"19","2.498","-2.5"
33,"19","2.539","-2.68"
33,"19","2.554","-2.74"
33,"19","2.568","-2.8"
33,"19","2.581","-2.86"
33,"19","2.594","-2.93"
33,"19","2.607","-2.97"
33,"19","2.621","-3.02"
33,"19","2.636","-3.07"
33,"19","2.654","-3.13"
33,"19","2.671","-3.19"
33,"19","2.685","-3.26"
33,"19","2.701","-3.33"
33,"19","2.72","-3.39"
33,"19","2.739","-3.46"
33,"19","2.761","-3.54"
33,"19","2.786","-3.63"
33,"19","2.809","-3.74"
33,"19","2.831","-3.86"
33,"19","2.856","-3.89"
33,"19","2.883","-3.96"
33,"19","2.913","-4.05"
33,"19","3.373","-4.92"
33,"19","2.124","-.94"
33,"19","2.192","-1.18"
33,"19","2.239","-1.3"
33,"19","2.274","-1.39"
33,"19","2.303","-1.47"
33,"19","2.327","-1.56"
33,"19","2.349","-1.64"
33,"19","2.368","-1.74"
33,"19","2.385","-1.85"
33,"19","2.4","-1.99"
33,"19","2.415","-2.12"
33,"19","2.431","-2.24"
33,"19","2.446","-2.33"
33,"19","2.46","-2.39"
33,"19","2.474","-2.4"
33,"19","2.486","-2.43"
33,"19","2.525","-2.62"
33,"23","2.742","-3.3"
33,"23","2.761","-3.36"
33,"23","2.783","-3.42"
33,"23","2.806","-3.49"
33,"23","3.329","-4.74"
33,"23","1.971","-.55"
33,"23","2.053","-.84"
33,"23","2.127","-1.1"
33,"23","2.185","-1.29"
33,"23","2.228","-1.43"
33,"23","2.259","-1.53"
33,"23","2.284","-1.62"
33,"23","2.304","-1.72"
33,"23","2.323","-1.83"
33,"23","2.342","-1.89"
33,"23","2.359","-1.95"
33,"23","2.375","-2.01"
33,"23","2.389","-2.07"
33,"23","2.403","-2.13"
33,"23","2.416","-2.18"
33,"23","2.429","-2.22"
33,"23","2.441","-2.26"
33,"23","2.453","-2.3"
33,"23","2.463","-2.33"
33,"23","2.474","-2.39"
33,"23","2.485","-2.44"
33,"23","2.496","-2.46"
33,"23","2.506","-2.52"
33,"23","2.517","-2.59"
33,"23","2.528","-2.62"
33,"23","2.54","-2.67"
33,"23","2.553","-2.71"
33,"23","2.564","-2.75"
33,"23","2.575","-2.78"
33,"23","2.586","-2.81"
33,"23","2.597","-2.84"
33,"23","2.606","-2.86"
33,"23","2.617","-2.92"
33,"23","2.629","-2.98"
33,"23","2.642","-3.02"
33,"23","2.657","-3.06"
33,"23","2.674","-3.11"
33,"23","2.691","-3.15"
33,"23","2.708","-3.2"
33,"23","2.724","-3.25"
33,"5","1.929","-.48"
33,"5","3.271","-4.69"
33,"5","2.089","-.97"
33,"5","2.149","-1.13"
33,"5","2.195","-1.25"
33,"5","2.23","-1.33"
33,"5","2.258","-1.41"
33,"5","2.281","-1.48"
33,"5","2.301","-1.56"
33,"5","2.318","-1.64"
33,"5","2.332","-1.72"
33,"5","2.343","-1.83"
33,"5","2.356","-1.96"
33,"5","2.37","-2.06"
33,"5","2.387","-2.12"
33,"5","2.403","-2.19"
33,"5","2.416","-2.27"
33,"5","2.428","-2.33"
33,"5","2.439","-2.37"
33,"5","2.45","-2.42"
33,"5","2.46","-2.46"
33,"5","2.47","-2.49"
33,"5","2.479","-2.52"
33,"5","2.489","-2.53"
33,"5","2.498","-2.54"
33,"5","2.508","-2.55"
33,"5","2.514","-2.54"
33,"5","2.52","-2.56"
33,"5","2.53","-2.59"
33,"5","2.542","-2.62"
33,"5","2.555","-2.71"
33,"5","2.571","-2.79"
33,"5","2.587","-2.84"
33,"5","2.6","-2.89"
33,"5","2.614","-2.94"
33,"5","2.628","-2.99"
33,"5","2.643","-3.05"
33,"5","2.658","-3.11"
33,"5","2.673","-3.17"
33,"5","2.689","-3.22"
33,"5","2.709","-3.31"
33,"5","2.731","-3.38"
33,"5","2.751","-3.44"
33,"5","2.777","-3.52"
33,"5","2.812","-3.63"
33,"5","2.856","-3.76"
33,"5","2.015","-.75"
34,"3","1.488","-.29"
34,"3","1.544","-.54"
34,"3","1.601","-.75"
34,"3","1.657","-.94"
34,"3","1.712","-1.11"
34,"3","1.761","-1.31"
34,"3","1.808","-1.48"
34,"3","1.853","-1.57"
34,"3","1.894","-1.66"
34,"3","1.933","-1.73"
34,"3","1.969","-1.8"
34,"3","2.003","-1.87"
34,"3","2.035","-1.93"
34,"3","2.065","-1.99"
34,"3","2.093","-2.05"
34,"3","2.121","-2.1"
34,"3","2.147","-2.16"
34,"3","2.17","-2.21"
34,"3","2.192","-2.25"
34,"3","2.214","-2.31"
34,"3","2.234","-2.38"
34,"3","2.253","-2.44"
34,"3","2.273","-2.5"
34,"3","2.29","-2.52"
34,"3","2.309","-2.55"
34,"3","2.33","-2.59"
34,"3","2.352","-2.63"
34,"3","2.372","-2.67"
34,"3","2.392","-2.71"
34,"3","2.411","-2.74"
34,"3","2.43","-2.78"
34,"3","2.449","-2.82"
34,"3","2.468","-2.85"
34,"3","2.486","-2.89"
34,"3","2.504","-2.92"
34,"3","2.521","-2.96"
34,"3","2.539","-3"
34,"3","2.557","-3.04"
34,"3","2.575","-3.07"
34,"3","2.594","-3.14"
34,"3","2.615","-3.2"
34,"3","2.638","-3.26"
34,"3","2.66","-3.31"
34,"3","2.682","-3.36"
34,"3","2.705","-3.4"
34,"3","2.728","-3.45"
34,"3","2.751","-3.49"
34,"3","2.775","-3.54"
34,"3","2.797","-3.57"
34,"3","2.819","-3.61"
34,"3","2.843","-3.69"
34,"3","2.872","-3.75"
34,"3","2.903","-3.81"
34,"3","2.936","-3.88"
34,"3","3.318","-4.59"
34,"301","2.989","-3.71"
34,"301","2.97","-3.66"
34,"301","3.027","-3.8"
34,"301","3.047","-3.84"
34,"301","3.561","-4.79"
34,"301","1.588","-.53"
34,"301","1.672","-.82"
34,"301","1.753","-1.05"
34,"301","1.831","-1.22"
34,"301","1.911","-1.4"
34,"301","1.989","-1.58"
34,"301","2.061","-1.75"
34,"301","2.127","-1.86"
34,"301","2.185","-1.95"
34,"301","2.237","-2.04"
34,"301","2.282","-2.12"
34,"301","2.323","-2.2"
34,"301","2.36","-2.28"
34,"301","2.394","-2.37"
34,"301","2.423","-2.47"
34,"301","2.45","-2.58"
34,"301","2.474","-2.62"
34,"301","2.498","-2.68"
34,"301","2.521","-2.72"
34,"301","2.545","-2.76"
34,"301","2.568","-2.8"
34,"301","2.589","-2.84"
34,"301","2.61","-2.88"
34,"301","2.63","-2.92"
34,"301","2.649","-3.04"
34,"301","2.666","-3.14"
34,"301","2.681","-3.14"
34,"301","2.696","-3.14"
34,"301","2.713","-3.15"
34,"301","2.729","-3.16"
34,"301","2.746","-3.18"
34,"301","2.765","-3.2"
34,"301","2.783","-3.22"
34,"301","2.799","-3.25"
34,"301","2.813","-3.28"
34,"301","2.828","-3.31"
34,"301","2.843","-3.34"
34,"301","2.859","-3.38"
34,"301","2.876","-3.42"
34,"301","2.895","-3.46"
34,"301","2.915","-3.51"
34,"301","2.934","-3.56"
34,"301","2.951","-3.61"
34,"301","3.007","-3.76"
34,"46","2.125","-1.97"
34,"46","2.17","-2.04"
34,"46","2.211","-2.11"
34,"46","2.248","-2.17"
34,"46","2.283","-2.23"
34,"46","2.316","-2.29"
34,"46","2.347","-2.34"
34,"46","2.375","-2.39"
34,"46","2.402","-2.44"
34,"46","2.427","-2.49"
34,"46","2.45","-2.54"
34,"46","2.472","-2.58"
34,"46","2.493","-2.63"
34,"46","2.514","-2.67"
34,"46","2.535","-2.72"
34,"46","2.555","-2.76"
34,"46","2.575","-2.8"
34,"46","2.594","-2.85"
34,"46","2.613","-2.89"
34,"46","2.63","-2.93"
34,"46","2.646","-2.97"
34,"46","2.662","-3.01"
34,"46","2.678","-3.06"
34,"46","2.695","-3.13"
34,"46","2.712","-3.2"
34,"46","2.73","-3.26"
34,"46","2.747","-3.31"
34,"46","2.764","-3.34"
34,"46","2.781","-3.36"
34,"46","2.796","-3.38"
34,"46","3.534","-4.8"
34,"46","1.534","-.52"
34,"46","1.601","-.71"
34,"46","1.67","-.9"
34,"46","1.744","-1.15"
34,"46","1.82","-1.43"
34,"46","1.893","-1.59"
34,"46","1.961","-1.71"
34,"46","2.021","-1.81"
34,"46","2.076","-1.89"
34,"55","2.537","-2.9"
34,"55","2.521","-2.86"
34,"55","2.569","-2.97"
34,"55","2.584","-3"
34,"55","2.599","-3.03"
34,"55","2.614","-3.05"
34,"55","2.628","-3.06"
34,"55","2.642","-3.07"
34,"55","2.656","-3.07"
34,"55","2.668","-3.07"
34,"55","2.677","-3.06"
34,"55","2.689","-3.07"
34,"55","2.705","-3.11"
34,"55","2.724","-3.16"
34,"55","2.744","-3.26"
34,"55","2.769","-3.32"
34,"55","2.793","-3.37"
34,"55","2.814","-3.42"
34,"55","2.834","-3.46"
34,"55","3.388","-4.58"
34,"55","1.474","-.31"
34,"55","1.531","-.4"
34,"55","1.592","-.54"
34,"55","1.653","-.72"
34,"55","1.71","-.96"
34,"55","1.764","-1.14"
34,"55","1.815","-1.27"
34,"55","1.865","-1.39"
34,"55","1.911","-1.51"
34,"55","1.954","-1.7"
34,"55","1.996","-1.78"
34,"55","2.04","-1.85"
34,"55","2.083","-1.92"
34,"55","2.119","-1.98"
34,"55","2.151","-2.05"
34,"55","2.179","-2.1"
34,"55","2.206","-2.16"
34,"55","2.232","-2.21"
34,"55","2.256","-2.26"
34,"55","2.279","-2.3"
34,"55","2.301","-2.34"
34,"55","2.322","-2.38"
34,"55","2.341","-2.41"
34,"55","2.359","-2.43"
34,"55","2.375","-2.45"
34,"55","2.387","-2.47"
34,"55","2.4","-2.51"
34,"55","2.417","-2.56"
34,"55","2.438","-2.63"
34,"55","2.462","-2.69"
34,"55","2.484","-2.75"
34,"55","2.504","-2.81"
34,"55","2.553","-2.94"
34,"602","1.657","-.68"
34,"602","2.493","-2.66"
34,"602","1.833","-1.3"
34,"602","1.926","-1.5"
34,"602","2.013","-1.65"
34,"602","2.518","-2.71"
34,"602","2.542","-2.75"
34,"602","2.565","-2.79"
34,"602","2.587","-2.83"
34,"602","2.608","-2.87"
34,"602","2.627","-3"
34,"602","2.644","-3.12"
34,"602","2.659","-3.13"
34,"602","2.674","-3.12"
34,"602","2.691","-3.12"
34,"602","2.708","-3.13"
34,"602","2.725","-3.15"
34,"602","2.745","-3.17"
34,"602","2.764","-3.19"
34,"602","2.781","-3.21"
34,"602","2.797","-3.24"
34,"602","2.814","-3.27"
34,"602","2.831","-3.3"
34,"602","2.849","-3.33"
34,"602","2.865","-3.37"
34,"602","2.882","-3.42"
34,"602","2.901","-3.47"
34,"602","2.92","-3.52"
34,"602","2.937","-3.58"
34,"602","2.953","-3.64"
34,"602","2.97","-3.69"
34,"602","2.987","-3.73"
34,"602","3.512","-4.76"
34,"602","2.091","-1.77"
34,"602","2.158","-1.89"
34,"602","2.216","-1.99"
34,"602","2.267","-2.09"
34,"602","2.311","-2.2"
34,"602","2.35","-2.32"
34,"602","2.384","-2.48"
34,"602","2.414","-2.57"
34,"602","2.441","-2.55"
34,"602","2.467","-2.6"
34,"602","1.741","-1.02"
35,"11","2.305","-2.26"
35,"11","2.28","-2.2"
35,"11","2.35","-2.39"
35,"11","2.37","-2.45"
35,"11","2.392","-2.51"
35,"11","2.413","-2.57"
35,"11","2.435","-2.63"
35,"11","2.457","-2.69"
35,"11","2.479","-2.74"
35,"11","2.501","-2.8"
35,"11","2.523","-2.85"
35,"11","2.545","-2.9"
35,"11","2.566","-2.95"
35,"11","2.586","-2.99"
35,"11","2.607","-3.04"
35,"11","2.627","-3.09"
35,"11","2.645","-3.16"
35,"11","2.664","-3.17"
35,"11","2.684","-3.17"
35,"11","2.703","-3.22"
35,"11","2.722","-3.27"
35,"11","2.741","-3.31"
35,"11","2.76","-3.35"
35,"11","2.781","-3.39"
35,"11","2.801","-3.43"
35,"11","2.822","-3.47"
35,"11","2.844","-3.51"
35,"11","2.865","-3.55"
35,"11","2.884","-3.59"
